system:index,Blue,Blue_contrast,Blue_corr,Blue_diss,DEM,Green,Green_contrast,Green_corr,Green_diss,NDVI,NDWI,Near-Infrared,Near-Infrared_contrast,Near-Infrared_corr,Near-Infrared_diss,OSAVI,RGVI,Red,Red_contrast,Red_corr,Red_diss,label,name,random,.geo
00000000000000000128,126,43.52839811350415,-0.22694881218957366,5.082625382287446,1.9171596,131,53.79665637112647,-0.2373830953492389,5.2529254538811525,0.29977214,-0.3199563,255,0.0,1.0,0.0,0.2996499658215094,-0.022326073,137,51.26676586342867,-0.257071105319638,5.097208391569388,0,Unvegetated,0.025175623883854414,"{""type"":""Point"",""coordinates"":[-121.75513890839433,36.80484041200533]}"
000000000000000001d1,152,88.88603576616744,0.017410074733517647,7.519195923181801,1.906796,156,82.26525913967558,0.018377700647120493,7.05449087803588,0.21014322,-0.2406221,255,0.0,1.0,0.0,0.210063434401753,-0.03211091,166,94.53621834027912,0.033284745072081096,7.604751406089651,0,Unvegetated,0.14270675374148323,"{""type"":""Point"",""coordinates"":[-121.75513890839433,36.80484041200533]}"
000000000000000001d2,117,301.99019119948485,0.2327483425904069,15.038692702751238,1.9244664,120,328.5387060372347,0.21533656242813232,15.4488893011134,0.33118376,-0.36111537,255,0.0,1.0,0.0,0.33104507799285526,-0.034095,128,321.745585858053,0.20489363912706393,15.468264768740799,0,Unvegetated,0.33025006966373116,"{""type"":""Point"",""coordinates"":[-121.75513890839433,36.80484041200533]}"
0000000000000000000f,151,965.2923163147142,0.2964861467040504,24.963406873875215,1.9059916,152,929.1884499022941,0.2836229811616498,24.63146427639459,0.2520246,-0.25252777,255,0.0,1.0,0.0,0.25192551124117324,-5.529682E-4,152,886.9014817597065,0.2642951301546167,24.054093417497644,0,Unvegetated,0.9498813253142705,"{""type"":""Point"",""coordinates"":[-121.75515674479854,36.80483149380323]}"
00000000000000000035,140,47.62396856781564,-0.057112118539476904,5.559095118589134,1.9071983,145,39.027899727135924,0.006139818582858399,4.88209738155957,0.25154975,-0.27618614,255,0.0,1.0,0.0,0.2514510091852368,-0.026478546,153,39.14149925186719,0.008500420069373765,4.931156209075588,0,Unvegetated,0.008806004396562872,"{""type"":""Point"",""coordinates"":[-121.75514782659644,36.80483595290427]}"
00000000000000000058,137,59.259679668395634,0.10643328090470122,6.262368928533798,1.9132575,143,60.29263379384669,0.06334075699606144,6.286554100466702,0.25679702,-0.28230315,255,0.0,1.0,0.0,0.2566957617190199,-0.027515717,151,51.68896453539326,0.11288057653397215,5.934091097821875,0,Unvegetated,0.34685869129437585,"{""type"":""Point"",""coordinates"":[-121.75514782659644,36.80483595290427]}"
0000000000000000007c,138,68.08911664494946,0.11573680718525235,7.068677339693339,1.9126525,146,66.77776355492281,0.11903428000875003,7.043675602099285,0.24883784,-0.27261308,255,0.0,1.0,0.0,0.24874036356794355,-0.025521303,153,62.1200065953981,0.09485282223591432,6.8672962290285495,0,Unvegetated,0.27717840715833264,"{""type"":""Point"",""coordinates"":[-121.75514782659644,36.80483595290427]}"
000000000000000000df,131,25.831661828640907,0.022176142280349476,3.460717723481582,1.9145947,136,28.953187562116156,0.10946783513272758,3.5233355536205266,0.27713522,-0.30434546,255,0.0,1.0,0.0,0.2770242224765682,-0.029715892,144,23.895235543175847,-0.06829659702594794,3.426563761359694,0,Unvegetated,0.09612522966944104,"{""type"":""Point"",""coordinates"":[-121.75514782659644,36.80483595290427]}"
00000000000000000196,145,74.6798659569295,0.2935613061480185,7.314770784685248,1.9137555,153,72.94870888024016,0.3052577204749081,7.155208750677209,0.23038195,-0.25017452,255,0.0,1.0,0.0,0.2302930333033415,-0.02100787,160,74.25881370956994,0.30541380496177084,7.269726444068931,0,Unvegetated,0.03359795851056058,"{""type"":""Point"",""coordinates"":[-121.75514782659644,36.80483595290427]}"
0000000000000000020b,145,28.270441703424776,-0.15596338288563008,4.037259072613604,1.9144415,151,28.609130090023143,-0.08763866917867486,4.273666718484152,0.23455344,-0.25566438,255,0.0,1.0,0.0,0.23446261627109738,-0.022457652,158,27.94092251546386,-0.05411313276579022,4.045008505128784,0,Unvegetated,0.9807984182437449,"{""type"":""Point"",""coordinates"":[-121.75514782659644,36.80483595290427]}"
00000000000000000214,129,24.959134406764694,0.014087978966054633,4.014129764584736,1.9210271,136,25.648650325164247,0.03529938023876671,4.1167834837414174,0.2786712,-0.30471674,255,0.0,1.0,0.0,0.2785594577598224,-0.028461076,144,29.242559990808445,0.0983979880283609,4.154240712547502,0,Unvegetated,0.7776581678586607,"{""type"":""Point"",""coordinates"":[-121.75514782659644,36.80483595290427]}"
0000000000000000013a,154,35.449851213997185,0.3178697660056059,4.903442634472162,1.9182929,159,40.48998903682991,0.32932156579271626,5.235699595929452,0.21596812,-0.23123427,255,0.0,1.0,0.0,0.21588574398773158,-0.016074972,164,33.58685095305908,0.3187317318560573,4.802413464603404,0,Unvegetated,0.6908143546970678,"{""type"":""Point"",""coordinates"":[-121.75516120389959,36.80483595290427]}"
00000000000000000147,151,19.689139389363376,-0.09216905028168212,3.7355143692373627,1.920837,159,14.000155055835172,-0.11862544420473972,3.196527154355056,0.2196286,-0.23149115,255,0.0,1.0,0.0,0.21954459225988293,-0.012498586,163,15.570097088164985,-0.09364053134605935,3.191410489693137,0,Unvegetated,0.2277048971771254,"{""type"":""Point"",""coordinates"":[-121.75516120389959,36.80483595290427]}"
000000000000000001c0,153,3.9231026205438724,0.18802014665537223,1.4693943192128842,1.93122,163,4.288609402320154,0.1128001548190048,1.539066230706729,0.19531745,-0.2211989,255,0.0,1.0,0.0,0.1952442237443509,-0.027050424,172,3.3376288752298935,0.10398092076854798,1.3258516160090645,0,Unvegetated,0.8844634741257679,"{""type"":""Point"",""coordinates"":[-121.75509877648486,36.80484933020744]}"
00000000000000000021,155,33.80261271713394,-0.07691141198401089,4.411531594866804,1.9229233,160,40.85942291084072,0.08943179270306159,4.670650194429517,0.2086481,-0.22892314,255,0.0,1.0,0.0,0.2085690141730221,-0.0212939,167,39.69319677907542,-0.07805755659414026,4.597549552859137,0,Unvegetated,0.8329691454172403,"{""type"":""Point"",""coordinates"":[-121.75516120389959,36.80483149380323]}"
00000000000000000053,152,13.78484167791547,0.2633786425742352,2.9714725560110713,1.9200128,159,21.541116151358082,0.30281225942128026,3.599163928718823,0.21946529,-0.2312416,255,0.0,1.0,0.0,0.21938134840642556,-0.0124065,163,17.061163267457296,0.3254982232332506,3.3778487703506204,0,Unvegetated,0.516369784533596,"{""type"":""Point"",""coordinates"":[-121.75516120389959,36.80483149380323]}"
000000000000000000b4,149,22.76364438604396,-0.10891353184094982,3.5873720509199862,1.9243736,155,24.663298755549086,-0.08947840342963437,3.951464109216344,0.22395457,-0.24418372,255,0.0,1.0,0.0,0.2238686008666737,-0.0214003,162,17.161639426535075,-0.12572725735237583,3.3546765601190742,0,Unvegetated,0.36115609333221554,"{""type"":""Point"",""coordinates"":[-121.75516120389959,36.80483149380323]}"
000000000000000000bb,136,46.45651999044857,0.29646982381519116,5.575052225633063,1.9173485,141,35.14490571832012,0.2250315630365227,4.785125472421355,0.267632,-0.2868094,255,0.0,1.0,0.0,0.26752558027259576,-0.020777745,147,35.08272496471083,0.23975254159272336,4.770042541129894,0,Unvegetated,0.7496658850263939,"{""type"":""Point"",""coordinates"":[-121.75516120389959,36.80483149380323]}"
00000000000000000220,152,10.463736633390704,0.1456538455789781,2.8525754092797726,1.9268157,154,5.129819010284754,0.0354482649031143,1.7903510974535455,0.22859293,-0.24700373,255,0.0,1.0,0.0,0.2285048513589765,-0.019511962,160,6.604574775616732,0.044519689476281474,2.049084205679199,0,Unvegetated,0.8222322550977151,"{""type"":""Point"",""coordinates"":[-121.75516120389959,36.80483149380323]}"
0000000000000000008f,141,148.7933221218634,0.17763834951777152,9.781890022087769,1.9200712,145,169.60019874624518,0.1891818602935021,10.668891267546185,0.25295454,-0.2754398,255,0.0,1.0,0.0,0.2528549776740634,-0.02416504,152,197.21023791233546,0.18158978848448265,11.254597837384553,0,Unvegetated,0.9261765730395298,"{""type"":""Point"",""coordinates"":[-121.75513890839433,36.80483595290427]}"
00000000000000000081,142,1.8691598785761965,-0.21923444144797716,0.8468525073866483,1.9219348,149,2.79628104782512,-0.13260359677511724,1.2626536325672286,0.23231775,-0.26208818,255,0.0,1.0,0.0,0.23222795560331236,-0.03170051,159,3.2716307351156395,-0.07894527545695208,1.3679928745257068,0,Unvegetated,0.5302181884966133,"{""type"":""Point"",""coordinates"":[-121.75515674479854,36.80483595290427]}"
0000000000000000010c,142,9.655607796702672,-0.16913325409302243,2.4502372620479607,1.9240565,149,6.634871574455966,-0.11697683140675952,2.0108129621375888,0.2417368,-0.2638233,255,0.0,1.0,0.0,0.2416426613828397,-0.023595123,156,3.12401220328704,-0.14249942713630503,1.2384011474092242,0,Unvegetated,0.9572385528771569,"{""type"":""Point"",""coordinates"":[-121.75515674479854,36.80483595290427]}"
00000000000000000171,150,4.813457422215174,0.05559180084872565,1.87099180897013,1.9243636,155,3.1229448901611483,0.17326196337992847,1.413513875133042,0.22614299,-0.24408935,255,0.0,1.0,0.0,0.22605603379529668,-0.018994873,161,3.2331688050995124,0.10623857429297323,1.4405553941538245,0,Unvegetated,0.4472273677660372,"{""type"":""Point"",""coordinates"":[-121.75515674479854,36.80483595290427]}"
000000000000000001c5,138,34.01843926464671,-0.37284286763991403,4.901326493022836,1.9225924,143,37.21266318318028,-0.36956625587460623,5.0677688069106654,0.25488785,-0.28084165,255,0.0,1.0,0.0,0.2547875303797022,-0.027953992,151,33.20671665514744,-0.32544609711517725,4.8084960889343815,0,Unvegetated,0.4363911178921934,"{""type"":""Point"",""coordinates"":[-121.75515674479854,36.80483595290427]}"
00000000000000000245,143,10.514795287424485,0.027818830241917947,2.441571689068357,1.9188808,150,10.507060059930721,-0.018057525984025005,2.4038348812566754,0.23932895,-0.26054418,255,0.0,1.0,0.0,0.23923593037924817,-0.022625592,157,9.577633588350446,-0.15028370860565787,2.4744904087165853,0,Unvegetated,0.3128960219742809,"{""type"":""Point"",""coordinates"":[-121.75515674479854,36.80483595290427]}"
000000000000000000b0,140,37.849903316418455,0.11332633156724628,5.04491945120274,1.9263983,147,42.95340096328292,0.14253436690288604,5.4561250570978235,0.2426265,-0.26774174,255,0.0,1.0,0.0,0.24253193483137298,-0.0268573,155,49.36432128625914,0.1334282808681279,5.718075612895017,0,Unvegetated,0.380337597205064,"{""type"":""Point"",""coordinates"":[-121.75515228569749,36.80483595290428]}"
00000000000000000145,125,28.825943440766014,-0.18922029174467592,4.165078887308971,1.9136012,133,21.737481057859224,-0.14339995471730688,3.708866931771931,0.28902268,-0.315625,255,0.0,1.0,0.0,0.28890582785255214,-0.029274901,141,22.286527623454685,-0.114147693650655,3.705236456536817,0,Unvegetated,0.29676921262976275,"{""type"":""Point"",""coordinates"":[-121.75515228569749,36.80483595290428]}"
000000000000000001ef,138,18.888344465915843,0.3111825619500135,3.406590621231314,1.917825,144,23.636358652232012,0.3055280750186633,3.7642873820269385,0.24864303,-0.27839512,255,0.0,1.0,0.0,0.24854563040608174,-0.031972982,153,22.749089495075985,0.2923983342221988,3.7389183703865596,0,Unvegetated,0.34220556288819415,"{""type"":""Point"",""coordinates"":[-121.75515228569749,36.80483595290428]}"
00000000000000000064,152,1.5784342006979646,-0.009088102268492586,0.89075343911635,1.9211149,161,1.9820457747851061,-0.1635302344909963,1.1180246519593389,0.2055314,-0.22626255,255,0.0,1.0,0.0,0.20545369185259568,-0.021742532,168,2.5015877839087026,-0.17869181922315025,1.2639314506068027,0,Unvegetated,0.50702439909583,"{""type"":""Point"",""coordinates"":[-121.7550764809796,36.80485378930849]}"
00000000000000000192,156,5.4141468968376625,0.04766408590548672,1.8823860916475637,1.9331311,164,6.226532009401085,0.17828699867222472,2.0615071332304944,0.1909206,-0.21845992,255,0.0,1.0,0.0,0.1908493012039742,-0.028740553,173,4.816625258918647,0.26190940518872996,1.7919238556212465,0,Unvegetated,0.6018569790282172,"{""type"":""Point"",""coordinates"":[-121.7550764809796,36.80485378930849]}"
00000000000000000016,151,5.7921983483026835,0.017648305696963976,1.9360953684983706,1.9247785,158,5.570944838561294,0.0371937999020084,1.889389121039432,0.2117264,-0.23520453,255,0.0,1.0,0.0,0.21164595166042796,-0.024708638,166,5.570944838561294,0.037193799902195505,1.889389121039432,0,Unvegetated,0.7800699504109753,"{""type"":""Point"",""coordinates"":[-121.75508094008066,36.804849330207446]}"
00000000000000000026,155,22.808432065939826,0.23157056321972314,4.261793916914402,1.9254016,161,11.30238923972497,0.22340573171083578,2.977549909472356,0.20251964,-0.22563899,255,0.0,1.0,0.0,0.202443256815252,-0.02422661,169,12.305401485418228,0.2193235420792999,3.0882210746316954,0,Unvegetated,0.2344478354374122,"{""type"":""Point"",""coordinates"":[-121.75508094008066,36.804849330207446]}"
00000000000000000074,154,2.855149740240531,-0.04332638933717981,1.2544743401025504,1.9256718,162,3.7800422309288972,-0.06888984489308282,1.3771411240398703,0.19857454,-0.22206162,255,0.0,1.0,0.0,0.1984999036995693,-0.024570532,171,3.6879458422023568,-0.01271327992506361,1.408535597637057,0,Unvegetated,0.8619916188564345,"{""type"":""Point"",""coordinates"":[-121.75508094008066,36.804849330207446]}"
0000000000000000012a,150,11.29450424680118,0.14526404053670772,2.7795516827677926,1.9228587,159,8.32996632983841,0.023293244134127266,2.350422705238305,0.21067397,-0.23321636,255,0.0,1.0,0.0,0.21059397810887825,-0.02370609,166,7.112531517152368,0.132111932297665,2.254569674731257,0,Unvegetated,0.8200431040640074,"{""type"":""Point"",""coordinates"":[-121.75508094008066,36.804849330207446]}"
00000000000000000266,153,6.593038820464669,0.18181508602676955,2.164325944804612,1.9227083,160,7.133523356503597,0.16472437500502055,2.248326570237802,0.20532912,-0.22946759,255,0.0,1.0,0.0,0.2052515027462916,-0.02533656,168,6.171444955436357,0.2508169492540346,1.9764658546266718,0,Unvegetated,0.2429279837827074,"{""type"":""Point"",""coordinates"":[-121.75508094008066,36.804849330207446]}"
00000000000000000002,172,10.365733956385307,0.30428202811161303,2.700643657299689,1.9234601,179,7.169813436637876,0.1578727882605543,2.0930020318731075,0.15932848,-0.17497075,255,0.0,1.0,0.0,0.15927054809597918,-0.016090795,185,6.642295199640564,0.005172377659478622,2.0304898573466685,0,Unvegetated,0.8903490047946448,"{""type"":""Point"",""coordinates"":[-121.75511215378803,36.80484487110638]}"
0000000000000000001b,154,10.185258787042608,0.284036134373612,2.7205614604770707,1.9227227,162,12.0221454605255,0.2575017370450706,2.8934330342326775,0.19707523,-0.22290981,255,0.0,1.0,0.0,0.19700123967741742,-0.027023949,171,10.43802227955985,0.27350644937876284,2.704178989155633,0,Unvegetated,0.201631055148783,"{""type"":""Point"",""coordinates"":[-121.75511215378803,36.80484487110638]}"
0000000000000000003a,167,19.550577899336982,-0.21641094163725275,3.7503984936954504,1.9239355,175,16.599126729137797,-0.1408492633746242,3.274822051188739,0.15968786,-0.18548116,255,0.0,1.0,0.0,0.15962978943618922,-0.026581174,185,22.522982116176816,-0.1260824813578546,3.901132869253321,0,Unvegetated,0.8859671661864165,"{""type"":""Point"",""coordinates"":[-121.75511215378803,36.80484487110638]}"
00000000000000000124,170,22.520450533001036,0.3319505583320456,3.941631643246008,1.9227223,175,25.088705156799467,0.25026565044529714,4.06048548615935,0.16649179,-0.1872893,255,0.0,1.0,0.0,0.16643087272923734,-0.021481715,182,15.212428036469596,0.30848914173824754,3.2734455717580007,0,Unvegetated,0.4309868885998319,"{""type"":""Point"",""coordinates"":[-121.75511215378803,36.80484487110638]}"
00000000000000000195,167,4.876116826422602,-0.04996948903535015,1.7468842253686079,1.9210476,176,5.655760664140866,-0.06137081688995724,1.9940835573740445,0.16553555,-0.18448082,255,0.0,1.0,0.0,0.1654750494742283,-0.019542508,183,6.033850153763273,0.05624741556618022,1.9163222863853941,0,Unvegetated,0.8656217320067832,"{""type"":""Point"",""coordinates"":[-121.75511215378803,36.80484487110638]}"
000000000000000001a1,164,8.798578148280036,0.2290492918486235,2.4096448486734596,1.9217135,174,6.291830449125503,0.12561908113795628,1.9725529327508728,0.16771275,-0.18991236,255,0.0,1.0,0.0,0.16765132764437057,-0.022929467,182,6.59569629373143,0.16100889299470822,2.1869108499899585,0,Unvegetated,0.7017716040199474,"{""type"":""Point"",""coordinates"":[-121.75511215378803,36.80484487110638]}"
0000000000000000022f,155,7.4388461362958544,-0.044787687068262416,2.0245051391052966,1.9239299,164,7.691108407980567,-0.027932954407352783,2.0677395166086603,0.19066955,-0.21653911,255,0.0,1.0,0.0,0.19059835418526572,-0.026984813,173,8.54042517560083,0.016171315039963045,2.1523994900786274,0,Unvegetated,0.9581723919183847,"{""type"":""Point"",""coordinates"":[-121.75511215378803,36.80484487110638]}"
0000000000000000026f,152,27.47159873302178,0.15806269583185548,4.334913683880278,1.9256971,160,31.8522832939504,0.13765251803434775,4.663782571492062,0.20704591,-0.22792144,255,0.0,1.0,0.0,0.2069675241721466,-0.021920664,168,25.67559144885646,0.12966882710420813,4.266113145528443,0,Unvegetated,0.6936041487936717,"{""type"":""Point"",""coordinates"":[-121.75511215378803,36.80484487110638]}"
0000000000000000005d,156,10.701266230181327,0.1013941097841081,2.65567197346865,1.9213512,164,12.45030040513469,0.12885861483912472,2.741522229282149,0.19897595,-0.21682979,255,0.0,1.0,0.0,0.19890112481110248,-0.018657392,170,13.78256574233384,0.1228290679409392,3.1726993332894056,0,Unvegetated,0.8497002753650034,"{""type"":""Point"",""coordinates"":[-121.755112153788,36.80484041200534]}"
000000000000000000e4,155,185.26632628693213,0.2899434319086789,11.675162702519355,1.9182715,160,195.26840637064387,0.2786641479251442,11.912078519180415,0.20543416,-0.23071714,255,0.0,1.0,0.0,0.20535636704079968,-0.026557477,168,193.21034147574298,0.2774378852369981,11.651281233297663,0,Unvegetated,0.538966261055392,"{""type"":""Point"",""coordinates"":[-121.755112153788,36.80484041200534]}"
000000000000000001dc,125,50.09032023677176,0.0426315381948091,5.193429334173223,1.9165983,136,50.88803114976041,0.10014388223956672,5.354002991660266,0.26750907,-0.30365855,255,0.0,1.0,0.0,0.26740271011941424,-0.03934713,147,52.31490906141483,0.04396109714863306,5.250529981105567,0,Unvegetated,0.4500557587789793,"{""type"":""Point"",""coordinates"":[-121.755112153788,36.80484041200534]}"
00000000000000000029,156,3.3780120499294446,0.1724721094515669,1.3292387413720845,1.9189882,165,3.184505721013954,0.006941822296792492,1.3278723070408687,0.19044249,-0.21309543,255,0.0,1.0,0.0,0.19037139413707677,-0.02361133,173,2.835953308354273,-0.05733948211340914,1.145239310930587,0,Unvegetated,0.18298794458948886,"{""type"":""Point"",""coordinates"":[-121.7551032355859,36.80484487110638]}"
00000000000000000037,156,2.4443606520607273,-0.1195020929249618,1.150015537763589,1.9238083,164,4.396638340830447,-0.1084035015276224,1.6205751683178367,0.18987504,-0.21644759,255,0.0,1.0,0.0,0.18980418427069914,-0.027711337,174,4.112439522447845,-0.09618228217076319,1.6430915874522727,0,Unvegetated,0.5401067266200699,"{""type"":""Point"",""coordinates"":[-121.7551032355859,36.80484487110638]}"
00000000000000000080,164,22.127077857092242,0.053407384600268025,3.706378982633166,1.9168977,169,19.11853046377121,-0.037681016249070144,3.6384933234278276,0.18495257,-0.2019249,255,0.0,1.0,0.0,0.18488383784050927,-0.017634762,175,16.925301080954025,-0.10744209873402771,3.2613888786939347,0,Unvegetated,0.4717647770455069,"{""type"":""Point"",""coordinates"":[-121.7551032355859,36.80484487110638]}"
000000000000000000ac,158,6.713894946722737,0.010622807010530064,1.8368025186372305,1.9187983,166,3.6686823116152603,0.02746029667822971,1.405870643845447,0.18766889,-0.21217932,255,0.0,1.0,0.0,0.18759899396623214,-0.025526023,174,4.367030759032479,-0.12321972509971547,1.7280340408649484,0,Unvegetated,0.6130999450514399,"{""type"":""Point"",""coordinates"":[-121.7551032355859,36.80484487110638]}"
000000000000000000cc,164,9.370696809483722,-0.03902900280886014,2.6200127078614956,1.922372,171,6.124940854350125,-0.017879484198656967,2.0916030064944287,0.17274725,-0.19600171,255,0.0,1.0,0.0,0.1726837081339919,-0.024069,180,9.367060691769945,-0.08502087467460334,2.561547159806466,0,Unvegetated,0.2918604795139693,"{""type"":""Point"",""coordinates"":[-121.7551032355859,36.80484487110638]}"
000000000000000000e2,156,4.08701887636824,-0.008652703998387993,1.5440884459729418,1.9268056,167,4.336184940196503,0.08313173476693156,1.4678004422512787,0.18822701,-0.20895338,255,0.0,1.0,0.0,0.18815687050282232,-0.021573754,174,4.245984118153674,0.03715770595965746,1.6619184395271176,0,Unvegetated,0.6834094059488096,"{""type"":""Point"",""coordinates"":[-121.7551032355859,36.80484487110638]}"
000000000000000000f0,163,11.004353231401653,0.2058951967913768,2.734015201565404,1.9240862,169,8.951382575954,0.31060815115156976,2.486405035569594,0.18025564,-0.20272177,255,0.0,1.0,0.0,0.18018891526882808,-0.023319377,177,7.173427084690888,0.2904937309707112,2.1823860111537456,0,Unvegetated,0.5839762289950963,"{""type"":""Point"",""coordinates"":[-121.7551032355859,36.80484487110638]}"
0000000000000000021c,172,19.462166055431876,0.13237675273512753,3.5273939104633105,1.9199712,178,20.901774705299125,0.11901342330286324,3.7344346069219463,0.16213153,-0.17809448,255,0.0,1.0,0.0,0.1620724311574964,-0.016435716,184,20.49592704465357,0.11820101681769572,3.475894304148495,0,Unvegetated,0.17735525098879745,"{""type"":""Point"",""coordinates"":[-121.7551032355859,36.80484487110638]}"
00000000000000000231,163,3.252747107723917,-0.10561732916161559,1.4774524109242337,1.9201416,170,3.4994037117031986,-0.1920705894350336,1.5109318593345937,0.18087731,-0.20094196,255,0.0,1.0,0.0,0.18081032878519984,-0.020821812,177,2.870431672263683,-0.12331028330686854,1.3999474116022488,0,Unvegetated,0.32119109727443584,"{""type"":""Point"",""coordinates"":[-121.7551032355859,36.80484487110638]}"
00000000000000000243,160,2.8495632231874213,0.04206802380778908,1.425546800749011,1.9264947,169,6.063678956918092,-0.005203482110333179,1.9402502155982493,0.17830665,-0.20189136,255,0.0,1.0,0.0,0.17824076099624586,-0.024466436,178,6.186721304434537,0.0549316672036151,2.0107960633268114,0,Unvegetated,0.5314110282978763,"{""type"":""Point"",""coordinates"":[-121.7551032355859,36.80484487110638]}"
00000000000000000262,157,2.4593983568262483,-0.09895867050737174,1.2566087806117676,1.9282418,169,2.583533118814232,0.009602191670347423,1.2937249341884618,0.18154371,-0.20377338,255,0.0,1.0,0.0,0.18147643488949006,-0.023078404,177,4.914842394475072,-0.19230449337707556,1.7381426639945583,0,Unvegetated,0.03265729868390144,"{""type"":""Point"",""coordinates"":[-121.7551032355859,36.80484487110638]}"
0000000000000000004a,159,1.6604623079254768,-0.09346388466110038,0.9931290997563108,1.930649,166,1.9538342415091468,-0.1107408109859925,1.0665387315643116,0.18979172,-0.21125469,255,0.0,1.0,0.0,0.18972090553648618,-0.022359155,174,3.863767436789779,-0.2854153602392563,1.614162038495158,0,Unvegetated,0.564430852150882,"{""type"":""Point"",""coordinates"":[-121.75509431738378,36.80484933020744]}"
0000000000000000017c,171,76.2720638250807,0.23426794720198318,7.445620446508879,1.9261954,177,56.426219993470085,0.20989125773536715,6.301394456523371,0.15690948,-0.1794274,255,0.0,1.0,0.0,0.15685251235360326,-0.023174267,186,56.54203644973036,0.2288518657550323,6.357416593859812,0,Unvegetated,0.8518848358386585,"{""type"":""Point"",""coordinates"":[-121.75509431738378,36.80484933020744]}"
000000000000000000eb,162,86.26472831378662,0.21843788131249603,8.048551325261451,1.9233825,172,114.6106843061595,0.20165138913808495,9.345493983697814,0.17067952,-0.1937836,255,0.0,1.0,0.0,0.17061679410097813,-0.023921458,181,101.04777150349008,0.21865850098958803,8.683409173666615,0,Unvegetated,0.04783598696946145,"{""type"":""Point"",""coordinates"":[-121.75513444929328,36.80483595290427]}"
000000000000000001ee,123,429.4199891829797,0.1588392672415346,17.528257157536494,1.9224337,131,475.2236559230832,0.18517706263842948,18.462676886016077,0.2987145,-0.32139313,255,0.0,1.0,0.0,0.2985922044207538,-0.02528526,138,463.6142182075996,0.19610917105526193,18.31974071858954,0,Unvegetated,0.8605203085771855,"{""type"":""Point"",""coordinates"":[-121.75513444929328,36.80483595290427]}"
0000000000000000002f,165,44.63882997544643,-0.04267181670083926,5.451052809308312,1.9200517,168,45.542450309734505,0.001567134044407656,5.595293420150221,0.19043095,-0.20502406,255,0.0,1.0,0.0,0.19035983703061315,-0.015188705,173,42.71220578530168,-0.057148867526484855,5.340439890083277,0,Unvegetated,0.03575771694029384,"{""type"":""Point"",""coordinates"":[-121.75512107199013,36.80484487110638]}"
0000000000000000000d,168,60.262381539328594,0.22636671430794145,6.58636839555011,1.919315,171,69.29295958706442,0.2217160623753905,7.222694902538745,0.17701304,-0.19770518,255,0.0,1.0,0.0,0.17694764200250362,-0.021458823,178,65.73251426898754,0.23606706582870673,6.825506083896642,0,Unvegetated,0.5705575604539623,"{""type"":""Point"",""coordinates"":[-121.75511661288911,36.80484487110638]}"
000000000000000000d3,172,32.98549452245319,0.3120301283341076,4.8278063163023015,1.9199785,178,26.90799452723885,0.2943220545653466,4.434488082389669,0.16393584,-0.17880557,255,0.0,1.0,0.0,0.16387597665449305,-0.015326898,183,21.22184111128139,0.2430730262102249,3.896045658884966,0,Unvegetated,0.8085906439239573,"{""type"":""Point"",""coordinates"":[-121.75511661288911,36.80484487110638]}"
0000000000000000010e,172,11.851763479120715,0.18130879815806702,2.837848941039959,1.9206423,177,7.189401329976614,0.09153564493843411,2.1243119805985904,0.16684791,-0.18058982,255,0.0,1.0,0.0,0.1667868382777974,-0.014164941,182,12.447441184567346,0.10498991404155218,2.873377568088256,0,Unvegetated,0.7130606046176156,"{""type"":""Point"",""coordinates"":[-121.75511661288911,36.80484487110638]}"
00000000000000000163,167,15.228817223419453,0.11412612131498104,3.371487128076444,1.9197273,175,11.110895910063892,0.13887386444230304,2.8953186443848837,0.16929892,-0.18484475,255,0.0,1.0,0.0,0.16923682532645387,-0.016048886,181,10.113520358195697,0.1801530783173277,2.735475706298233,0,Unvegetated,0.17346573336516014,"{""type"":""Point"",""coordinates"":[-121.75511661288911,36.80484487110638]}"
0000000000000000008d,121,22.104424343680975,0.23184053629904527,3.9078150819537356,1.9063082,128,26.45458296615075,0.22437017577382504,4.239276701299209,0.30029333,-0.33121157,255,0.0,1.0,0.0,0.3001708076071871,-0.034328967,137,38.34661391803665,0.2214484718671339,5.248780506668232,0,Unvegetated,0.09781482900688665,"{""type"":""Point"",""coordinates"":[-121.75514782659644,36.80484041200534]}"
000000000000000000aa,158,16.72417409927251,0.0204525628613342,3.1247858230049994,1.9262338,164,16.192885063053932,0.051164635853141995,3.1192407140177747,0.19029053,-0.21704666,255,0.0,1.0,0.0,0.19021948232387864,-0.027914634,173,11.681502170588656,0.00618452326149512,2.6396778481067513,0,Unvegetated,0.5247903416491202,"{""type"":""Point"",""coordinates"":[-121.75508539918168,36.80484933020744]}"
000000000000000000b8,161,3.012677099915093,0.21286024961986544,1.411447646428757,1.9233098,167,3.303166632799156,0.15089113693674122,1.4746178663982725,0.18947457,-0.20951124,255,0.0,1.0,0.0,0.18940388776606237,-0.020865668,174,2.8582096239084045,0.18845979742448737,1.35656875500308,0,Unvegetated,0.8525161317031598,"{""type"":""Point"",""coordinates"":[-121.75508539918168,36.80484933020744]}"
0000000000000000019d,161,4.769797900166499,0.12403304784473523,1.9276593077707258,1.9258902,167,3.723896867610085,0.10976051030535963,1.6406490295897302,0.18929529,-0.20903113,255,0.0,1.0,0.0,0.18922468871780687,-0.020549044,174,3.235913936967373,0.16329395704548216,1.551005119215926,0,Unvegetated,0.7051721571239666,"{""type"":""Point"",""coordinates"":[-121.75508539918168,36.80484933020744]}"
