system:index,NDVI,Near-Infrared,Near-Infrared_contrast,Near-Infrared_corr,Near-Infrared_diss,OSAVI,Red,Red_contrast,Red_corr,Red_diss,label,name,random,.geo
000000000000000004a2,-0.6738197,38,16.375,-0.23620099432984584,3.2916666666666665,-0.6733573511751587,195,21.083333333333336,0.009552350024715134,3.7083333333333335,0,Unvegetated,0.4383795842042759,"{""type"":""Point"",""coordinates"":[-121.75945085911303,36.81163162290974]}"
000000000000000004a3,-0.7657658,26,2.645833333333333,-0.014914018903568527,1.2708333333333333,-0.765214259992798,196,10.875,0.2509338612530824,2.833333333333333,0,Unvegetated,0.5596761088844234,"{""type"":""Point"",""coordinates"":[-121.75944640001195,36.81163162290974]}"
000000000000000004a5,-0.74222225,29,12.979166666666666,0.24754668505940403,3.145833333333333,-0.7416947948125777,196,36.93749999999999,0.25087868486179,5.4375,0,Unvegetated,0.5451786952037685,"{""type"":""Point"",""coordinates"":[-121.75944194091093,36.81163162290974]}"
000000000000000004af,-0.7522124,28,2.479166666666667,0.20414818156750858,1.1875000000000002,-0.7516802263883976,198,0.6874999999999999,0.19166666666783083,0.5625,0,Unvegetated,0.6506158357752133,"{""type"":""Point"",""coordinates"":[-121.75945085911303,36.81163162290974]}"
000000000000000004b2,-0.7379913,30,4.187499999999999,0.0782677435203263,1.6041666666666665,-0.7374759993017979,199,5.8125,-0.018253848028767228,1.9791666666666665,0,Unvegetated,0.24538142446783506,"{""type"":""Point"",""coordinates"":[-121.75944640001195,36.81163162290974]}"
000000000000000004b6,-0.74025977,30,2.5,-0.27962167691154594,1.3333333333333335,-0.7397473611351445,201,3.6666666666666665,-0.3530478955010862,1.6666666666666667,0,Unvegetated,0.10850358417940575,"{""type"":""Point"",""coordinates"":[-121.75944640001195,36.81163162290974]}"
000000000000000004bb,-0.71914893,33,14.5,0.3273506260325623,3.2916666666666665,-0.7186596359925157,202,7.604166666666666,0.29523137158427337,2.395833333333333,0,Unvegetated,0.7909020625512003,"{""type"":""Point"",""coordinates"":[-121.75944640001195,36.81163162290974]}"
000000000000000004bc,-0.6903766,37,4.041666666666667,0.06732072160451873,1.5416666666666665,-0.6899147014550928,202,2.708333333333333,0.2758494603227403,1.3333333333333335,0,Unvegetated,0.28543914915713453,"{""type"":""Point"",""coordinates"":[-121.75944640001195,36.81162716380867]}"
000000000000000004bd,-0.74358976,30,13.354166666666668,0.3959024285252468,3.1041666666666665,-0.7430816535702084,204,13.874999999999998,0.3365572039837735,3.125,0,Unvegetated,0.8714497029870439,"{""type"":""Point"",""coordinates"":[-121.75944640001195,36.81163162290974]}"
000000000000000004c2,-0.7835498,25,1.0,0.22854960334147312,0.75,-0.783007440733691,206,0.3125,-0.030158730166307907,0.3125,0,Unvegetated,0.5428028260825221,"{""type"":""Point"",""coordinates"":[-121.75944194091093,36.81163162290974]}"
000000000000000004c3,-0.7606838,28,2.3541666666666665,0.12613976795506057,1.2291666666666667,-0.7601639904338914,206,2.833333333333333,0.2262184052496916,1.2083333333333335,0,Unvegetated,0.27160773872912136,"{""type"":""Point"",""coordinates"":[-121.75944194091093,36.81163162290974]}"
000000000000000002af,-0.72670805,22,10.291666666666666,0.31833905946894503,2.833333333333333,-0.7259865971705138,139,26.770833333333332,0.25791076978838945,4.645833333333333,0,Unvegetated,0.4782956182716114,"{""type"":""Point"",""coordinates"":[-121.75719455397996,36.81164500021289]}"
000000000000000002ba,-0.79617834,16,2.916666666666667,-0.3638910701385104,1.375,-0.7953677780605752,141,4.604166666666667,-0.4418079096045208,1.770833333333333,0,Unvegetated,0.37230213474065343,"{""type"":""Point"",""coordinates"":[-121.75718563577787,36.81164500021289]}"
000000000000000002c8,-0.70238096,25,4.020833333333334,0.22923508320225192,1.770833333333333,-0.7017126546146527,143,0.75,0.2500000000009095,0.75,0,Unvegetated,0.7621297821019274,"{""type"":""Point"",""coordinates"":[-121.75714996296945,36.81164054111182]}"
000000000000000002cc,-0.76687115,19,2.770833333333333,0.15054005342850424,1.3958333333333335,-0.766119146849718,144,7.291666666666667,-0.2621796211357568,2.0,0,Unvegetated,0.763346801846959,"{""type"":""Point"",""coordinates"":[-121.75713658566627,36.81164500021289]}"
000000000000000002cf,-0.73493975,22,1.2083333333333333,0.26606782486621494,0.875,-0.7342320654790564,144,7.895833333333333,0.26395352999011534,2.520833333333333,0,Unvegetated,0.7486319201081428,"{""type"":""Point"",""coordinates"":[-121.75719009487894,36.81164500021289]}"
000000000000000002db,-0.7058824,25,3.541666666666667,0.30108104327929763,1.5416666666666667,-0.7052186177715092,145,9.395833333333332,0.21550931056256278,2.645833333333333,0,Unvegetated,0.6711262314930129,"{""type"":""Point"",""coordinates"":[-121.7571544220705,36.81164500021289]}"
000000000000000002de,-0.69590646,26,3.1250000000000004,0.32771471684513304,1.375,-0.695255900911428,145,9.0,0.22278391347125254,2.6250000000000004,0,Unvegetated,0.5470417595226038,"{""type"":""Point"",""coordinates"":[-121.75714996296945,36.81164500021289]}"
000000000000000002f5,-0.73099416,23,4.125,0.1819195963648052,1.625,-0.7303108202851134,148,5.895833333333332,0.23816363498537024,2.0625,0,Unvegetated,0.8898061953967736,"{""type"":""Point"",""coordinates"":[-121.7571455038684,36.811640541111835]}"
00000000000000000301,-0.7126437,25,2.020833333333333,0.23955473561920448,1.1458333333333333,-0.7119889756545705,149,0.8333333333333333,-0.04636183026013116,0.5416666666666666,0,Unvegetated,0.16002794985982538,"{""type"":""Point"",""coordinates"":[-121.75714996296945,36.81164500021289]}"
00000000000000000312,-0.7456647,22,1.2708333333333333,-0.1750637213254038,0.8958333333333334,-0.744975744975745,151,25.14583333333333,0.34612667432855115,4.354166666666666,0,Unvegetated,0.3060880757134571,"{""type"":""Point"",""coordinates"":[-121.75713212656522,36.81164500021289]}"
00000000000000000327,-0.73714286,23,6.5625,0.20484823343493289,2.1458333333333335,-0.7364695135875771,152,2.4375,-0.11020859877795548,1.3541666666666667,0,Unvegetated,0.9791342779822113,"{""type"":""Point"",""coordinates"":[-121.75718563577787,36.81164500021289]}"
00000000000000000329,-0.7078652,26,9.145833333333332,0.126485035072451,2.6041666666666665,-0.7072294566681635,152,28.958333333333336,0.43760564189911555,4.541666666666667,0,Unvegetated,0.5280275751922519,"{""type"":""Point"",""coordinates"":[-121.75715888117155,36.811645000212884]}"
0000000000000000034f,-0.7828571,19,9.708333333333332,0.14368049982612888,2.6666666666666665,-0.7821420415620005,156,9.854166666666668,0.31045349240931175,2.7291666666666665,0,Unvegetated,0.9427787040574291,"{""type"":""Point"",""coordinates"":[-121.75718563577787,36.81164500021289]}"
00000000000000000357,-0.7740113,20,1.5416666666666665,0.11917323747680672,1.0,-0.7733122601038609,157,3.645833333333333,0.09734044109030335,1.6458333333333333,0,Unvegetated,0.48683506943254085,"{""type"":""Point"",""coordinates"":[-121.757199013081,36.81164500021289]}"
0000000000000000035e,-0.6972973,28,1.8125,0.18310863365308638,1.1458333333333335,-0.6966947504860661,157,2.0,0.30256410256362626,1.25,0,Unvegetated,0.6462194542615037,"{""type"":""Point"",""coordinates"":[-121.75715888117155,36.811645000212884]}"
00000000000000000363,-0.75555557,22,6.770833333333332,0.169661256139238,2.104166666666667,-0.7548845470692718,158,6.333333333333333,0.1840476267055832,1.875,0,Unvegetated,0.4799911004196292,"{""type"":""Point"",""coordinates"":[-121.75718563577787,36.81164500021289]}"
0000000000000000036b,-0.7765363,20,5.687499999999998,0.009467477063978158,2.020833333333333,-0.7758428220584952,159,14.562499999999998,0.1740582156591285,3.270833333333333,0,Unvegetated,0.9123761632129948,"{""type"":""Point"",""coordinates"":[-121.75718563577787,36.81164500021289]}"
00000000000000000378,-0.7790055,20,6.208333333333333,0.35110826788811494,1.875,-0.77831750938397,161,40.93749999999999,0.4012026754405342,5.4375,0,Unvegetated,0.5630946813295071,"{""type"":""Point"",""coordinates"":[-121.7571455038684,36.81164500021289]}"
00000000000000000381,-0.7704918,21,43.729166666666664,0.42971141042448546,5.4375,-0.7698187377156585,162,74.375,0.4175786084929841,7.416666666666666,0,Unvegetated,0.6801260147359156,"{""type"":""Point"",""coordinates"":[-121.75718117667682,36.81164500021289]}"
00000000000000000382,-0.75135136,23,6.0,0.3385478983734141,2.1666666666666665,-0.750702095484986,162,5.375,0.32929654465040187,1.958333333333333,0,Unvegetated,0.8886277831401194,"{""type"":""Point"",""coordinates"":[-121.757199013081,36.81164500021289]}"
000000000000000003aa,-0.7202073,27,0.3125,-0.03015873015884854,0.3125,-0.7196106854421206,166,2.6249999999999996,0.038702167903524806,1.25,0,Unvegetated,0.6763409595166411,"{""type"":""Point"",""coordinates"":[-121.75718117667682,36.81164500021289]}"
000000000000000003ab,-0.7113402,28,11.729166666666664,0.272612597166781,2.979166666666667,-0.7107540173053152,166,17.25,0.16768132246230164,3.625,0,Unvegetated,0.5683886525961042,"{""type"":""Point"",""coordinates"":[-121.75714104476732,36.81164054111183]}"
000000000000000003ce,-0.74358976,25,20.02083333333333,0.41873846227026,3.6875,-0.742980118876819,170,80.875,0.4195009095499557,7.708333333333333,0,Unvegetated,0.47045292768317104,"{""type"":""Point"",""coordinates"":[-121.75717671757577,36.81164500021289]}"
000000000000000003d1,-0.69154227,31,2.645833333333333,0.06926497681213915,1.2291666666666665,-0.6909922449791212,170,4.729166666666667,0.2606837510262753,1.8541666666666665,0,Unvegetated,0.4061372182159696,"{""type"":""Point"",""coordinates"":[-121.757199013081,36.81164500021289]}"
000000000000000003d4,-0.7720207,22,16.625,0.08864825040838661,3.4166666666666665,-0.7713812383516256,171,48.58333333333333,0.20723600822704755,6.041666666666666,0,Unvegetated,0.023096338060474397,"{""type"":""Point"",""coordinates"":[-121.7571633402726,36.81164500021289]}"
000000000000000003d7,-0.7360406,26,0.4583333333333333,-0.2065476190476368,0.4583333333333333,-0.7354432947859606,171,3.8125,0.04721685204077719,1.3541666666666665,0,Unvegetated,0.4952932739916813,"{""type"":""Point"",""coordinates"":[-121.75718117667682,36.81164500021289]}"
000000000000000003ec,-0.6699029,34,3.979166666666667,0.05519804269800235,1.5208333333333333,-0.6693830034924331,172,19.687499999999996,0.15328153959686186,3.6875,0,Unvegetated,0.03565080191042247,"{""type"":""Point"",""coordinates"":[-121.75713658566627,36.81164500021289]}"
000000000000000003fd,-0.73134327,27,10.395833333333334,0.273556251649672,2.6875,-0.7307615828196461,174,15.291666666666668,0.3513484451202963,3.3333333333333335,0,Unvegetated,0.3401112598808008,"{""type"":""Point"",""coordinates"":[-121.75718117667682,36.81164054111183]}"
0000000000000000042d,-0.7635468,24,11.791666666666668,0.31877018092696946,2.708333333333333,-0.7629454617050601,179,118.20833333333333,0.22396413400138568,9.333333333333334,0,Unvegetated,0.13343575777069439,"{""type"":""Point"",""coordinates"":[-121.75713212656522,36.81164500021289]}"
00000000000000000444,-0.77560973,23,8.708333333333332,-0.09191729323307948,2.4166666666666665,-0.7750048742444922,182,96.16666666666667,0.2750069592155988,8.416666666666668,0,Unvegetated,0.12697166224845602,"{""type"":""Point"",""coordinates"":[-121.75713212656522,36.81164500021289]}"
00000000000000000449,-0.7169811,30,2.3125,0.2654721115073263,1.1041666666666665,-0.7164404223227753,182,6.229166666666666,0.19720977540705975,2.020833333333333,0,Unvegetated,0.6332085105704767,"{""type"":""Point"",""coordinates"":[-121.7571722584747,36.811645000212884]}"
0000000000000000044f,-0.63555557,41,1.6666666666666667,-0.04414947445148501,0.9583333333333333,-0.6351039260969977,184,36.64583333333333,-0.0037926492552891253,5.020833333333333,0,Unvegetated,0.4022782057728933,"{""type"":""Point"",""coordinates"":[-121.75714996296945,36.81164500021289]}"
00000000000000000463,-0.712963,31,0.3125,-0.0301587301588076,0.3125,-0.7124352331606217,185,4.625,0.13606891114007885,1.625,0,Unvegetated,0.6058024764106495,"{""type"":""Point"",""coordinates"":[-121.7571455038684,36.811640541111835]}"
00000000000000000467,-0.6533333,39,6.104166666666667,-0.21424317325673636,2.0625,-0.6528690708829277,186,29.33333333333333,0.2582499429831515,4.708333333333334,0,Unvegetated,0.026981147552584517,"{""type"":""Point"",""coordinates"":[-121.7571544220705,36.81164500021289]}"
0000000000000000046e,-0.71428573,31,9.375,0.252685764416219,2.625,-0.713759440044207,186,24.770833333333332,0.360853527352343,4.1875,0,Unvegetated,0.31930983329919504,"{""type"":""Point"",""coordinates"":[-121.75712766746416,36.81164500021289]}"
00000000000000000470,-0.69863015,33,10.958333333333334,0.2472880983750564,2.833333333333333,-0.6981200949078299,186,11.083333333333332,0.4190023496346174,2.833333333333333,0,Unvegetated,0.8249673067027578,"{""type"":""Point"",""coordinates"":[-121.75716779937365,36.81164500021289]}"
00000000000000000475,-0.7,33,6.854166666666666,0.19281793533217606,2.145833333333333,-0.6994912790697675,187,13.270833333333334,0.23638549047787624,3.1874999999999996,0,Unvegetated,0.5042897721603494,"{""type"":""Point"",""coordinates"":[-121.7571722584747,36.811645000212884]}"
00000000000000000486,-0.6902655,35,5.208333333333333,0.23529912764609529,1.75,-0.6897771489211179,191,2.3333333333333335,0.15221902778227353,1.25,0,Unvegetated,0.10473953048512108,"{""type"":""Point"",""coordinates"":[-121.75716779937365,36.81164054111183]}"
00000000000000000490,-0.71428573,32,3.375,0.24616630095938222,1.5,-0.7137758743754461,192,29.791666666666664,0.37058321613657785,4.833333333333334,0,Unvegetated,0.3447476204093006,"{""type"":""Point"",""coordinates"":[-121.75712766746416,36.81164500021289]}"
000000000000000004b0,-0.6851064,37,15.979166666666666,0.4133703417923661,3.2291666666666665,-0.6846402449396156,198,117.39583333333331,0.4302556687345373,9.020833333333332,0,Unvegetated,0.1335302077393924,"{""type"":""Point"",""coordinates"":[-121.75713212656522,36.81164500021289]}"
000000000000000004b4,-0.7008547,35,18.125,0.19675302002360642,3.4999999999999996,-0.700375811411001,199,94.27083333333331,0.3126502147074117,8.395833333333332,0,Unvegetated,0.9445064490630878,"{""type"":""Point"",""coordinates"":[-121.75712766746416,36.81164500021289]}"
000000000000000004c8,-0.71784234,34,10.708333333333334,-0.23491616340680224,2.5416666666666665,-0.7173660640238846,207,8.833333333333334,-0.1215611824183424,2.4583333333333335,0,Unvegetated,0.7066815873031678,"{""type"":""Point"",""coordinates"":[-121.75713212656522,36.81164500021289]}"
000000000000000004c9,-0.7107438,35,6.458333333333332,-0.3019578937669909,1.958333333333333,-0.7102741988767757,207,4.520833333333333,0.03514249835048311,1.7708333333333335,0,Unvegetated,0.04387707130305363,"{""type"":""Point"",""coordinates"":[-121.75713212656522,36.81164500021289]}"
000000000000000004ca,-0.7037037,36,13.541666666666666,0.07434385109751084,2.916666666666667,-0.7032406645829906,207,78.10416666666666,0.2108919209705332,7.854166666666667,0,Unvegetated,0.6018189236090464,"{""type"":""Point"",""coordinates"":[-121.75713212656522,36.81164054111183]}"
000000000000000004d1,-0.72839504,33,4.458333333333333,0.2294827979711074,1.7916666666666665,-0.7279157756209903,210,8.083333333333334,0.0095635496577339,2.375,0,Unvegetated,0.6950212999494461,"{""type"":""Point"",""coordinates"":[-121.75712766746416,36.81164500021289]}"
000000000000000004b9,-0.72649574,32,1.875,0.043644301369215176,1.0,-0.7259993167065255,202,1.9583333333333333,-0.025308383373254487,1.0833333333333333,0,Unvegetated,0.6362178978797002,"{""type"":""Point"",""coordinates"":[-121.75989676921837,36.81086911662959]}"
000000000000000004bf,-0.75213677,29,5.3125,0.13058546523892128,1.8541666666666665,-0.7516228220020499,205,0.4375,-0.04999999999940603,0.4375,0,Unvegetated,0.24406781215787343,"{""type"":""Point"",""coordinates"":[-121.75989676921837,36.81086911662959]}"
000000000000000004c4,-0.7531915,29,2.1875,0.19190757065075215,1.2291666666666667,-0.7526790270454159,206,0.14583333333333331,0.16883116883646043,0.14583333333333331,0,Unvegetated,0.5400832777125604,"{""type"":""Point"",""coordinates"":[-121.75989676921837,36.81086911662959]}"
000000000000000004cc,-0.6979592,37,5.291666666666666,-0.12184572638698551,1.9583333333333333,-0.697503671071953,208,4.333333333333333,0.024817928636297865,1.5,0,Unvegetated,0.5661331192589966,"{""type"":""Point"",""coordinates"":[-121.7598923101173,36.81087357573065]}"
000000000000000004d0,-0.7647059,28,19.625,0.3041414026201492,3.916666666666666,-0.7641921397379913,210,14.562499999999998,0.2619749059472633,3.354166666666666,0,Unvegetated,0.7964915457237616,"{""type"":""Point"",""coordinates"":[-121.75989676921834,36.810873575730646]}"
000000000000000004e1,-0.68231046,44,2.708333333333333,-0.2477831539448175,1.3333333333333335,-0.6819165824794342,233,14.729166666666664,0.2828041483504299,3.3125,0,Unvegetated,0.36276646772205656,"{""type"":""Point"",""coordinates"":[-121.75989676921834,36.810873575730646]}"
00000000000000000374,-0.73913044,24,0.5208333333333334,0.07424629931025745,0.5208333333333334,-0.738488271068636,160,1.6041666666666667,0.20976917819127092,1.0625,0,Unvegetated,0.3960814829739945,"{""type"":""Point"",""coordinates"":[-121.75542429086175,36.81235845638144]}"
000000000000000003e6,-0.7461929,25,1.3125,-0.026862740063703032,0.6041666666666666,-0.7455873402312843,172,1.5,0.023892773891967534,1.0,0,Unvegetated,0.07001470996641679,"{""type"":""Point"",""coordinates"":[-121.75542874996283,36.81235845638144]}"
000000000000000004ab,-0.73568285,30,7.375,0.10421218257264908,2.25,-0.7351646416622645,197,7.812499999999999,0.15966684511167706,2.1875,0,Unvegetated,0.35480799624202675,"{""type"":""Point"",""coordinates"":[-121.75542874996283,36.81235845638144]}"
0000000000000000037b,-0.75,23,0.625,0.31991525423731215,0.5,-0.7493483927019983,161,1.4166666666666665,0.34599013857314614,0.9583333333333334,0,Unvegetated,0.3787811933967866,"{""type"":""Point"",""coordinates"":[-121.75543766816493,36.81235845638144]}"
0000000000000000038a,-0.7433155,24,2.770833333333333,0.2575160693416348,1.3958333333333333,-0.7426800598418466,163,5.5,0.26600463844848066,2.0416666666666665,0,Unvegetated,0.8995112096519099,"{""type"":""Point"",""coordinates"":[-121.75543766816493,36.81235845638144]}"
000000000000000003b1,-0.7486911,24,0.5625,0.07944520475838354,0.5625,-0.7480644486294203,167,0.6875,-0.07114624506034083,0.5625,0,Unvegetated,0.363407883814709,"{""type"":""Point"",""coordinates"":[-121.75543320906385,36.81235845638144]}"
000000000000000003b9,-0.74093264,25,0.3125,-0.030158730158848512,0.3125,-0.7403189066059226,168,0.8541666666666666,0.23295110686520276,0.7291666666666666,0,Unvegetated,0.3465181753339147,"{""type"":""Point"",""coordinates"":[-121.75543320906385,36.81235845638144]}"
000000000000000003bf,-0.7512953,24,1.2708333333333333,0.20393993066023983,0.9375,-0.7506730171878235,169,1.6041666666666667,0.20976917819064061,1.0625,0,Unvegetated,0.7719415115790045,"{""type"":""Point"",""coordinates"":[-121.75543320906385,36.81235845638144]}"
000000000000000003cf,-0.7346939,26,1.1041666666666667,0.22021733349761982,0.8958333333333333,-0.734094616639478,170,0.5208333333333334,-0.09464285713981813,0.5208333333333334,0,Unvegetated,0.17701623121033172,"{""type"":""Point"",""coordinates"":[-121.75543320906385,36.81235845638144]}"
000000000000000003ea,-0.72,28,2.666666666666666,0.010180289463084635,1.3333333333333335,-0.7194244604316546,172,5.770833333333334,0.145372586814704,2.0625,0,Unvegetated,0.19461066600743515,"{""type"":""Point"",""coordinates"":[-121.75543320906385,36.81235845638144]}"
000000000000000003f7,-0.7487437,25,1.8749999999999998,-0.2701866223207677,0.9583333333333333,-0.7481421972283592,174,1.0625,-0.12762266196795957,0.8125,0,Unvegetated,0.8141401691617663,"{""type"":""Point"",""coordinates"":[-121.75544212726598,36.81235845638144]}"
000000000000000003fe,-0.73134327,27,4.125,-0.16393569434637076,1.5416666666666665,-0.7307615828196461,174,5.458333333333333,0.040459897152709805,1.5833333333333335,0,Unvegetated,0.21237362667854798,"{""type"":""Point"",""coordinates"":[-121.75543766816493,36.81235845638144]}"
00000000000000000409,-0.71568626,29,0.3125,-0.030158730158636876,0.3125,-0.7151253918495298,175,0.35416666666666663,0.22500000000284215,0.35416666666666663,0,Unvegetated,0.022455947188375625,"{""type"":""Point"",""coordinates"":[-121.75543766816493,36.81235845638144]}"
0000000000000000040f,-0.73399013,27,4.25,0.2405883880486854,1.7499999999999998,-0.7334120889938964,176,0.9791666666666666,-0.10619409054031158,0.7708333333333333,0,Unvegetated,0.31076723782350124,"{""type"":""Point"",""coordinates"":[-121.75543766816493,36.81235845638144]}"
00000000000000000414,-0.70873785,30,5.625,0.13450235109717684,2.0,-0.7081878152890959,176,1.3333333333333333,-0.041874013835724415,0.9166666666666665,0,Unvegetated,0.33909125854931776,"{""type"":""Point"",""coordinates"":[-121.75544212726598,36.81235845638144]}"
0000000000000000041c,-0.6937799,32,4.666666666666667,0.053734573759296474,1.8333333333333335,-0.6932491872250909,177,3.083333333333333,0.2602508552762299,1.458333333333333,0,Unvegetated,0.8696855014004722,"{""type"":""Point"",""coordinates"":[-121.75544212726598,36.81235845638144]}"
000000000000000002a7,-0.7037037,24,2.125,0.09651579081957806,1.1666666666666667,-0.7030093734583128,138,0.7708333333333334,-0.2722332015832112,0.5625,0,Unvegetated,0.9704142402120485,"{""type"":""Point"",""coordinates"":[-121.75332405426558,36.8123138653709]}"
000000000000000002a9,-0.7375,21,4.1875,0.12164960018076074,1.7291666666666665,-0.7367632367632367,139,6.041666666666666,0.1795025934045883,1.9166666666666665,0,Unvegetated,0.25401627828447493,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.81231832447197]}"
000000000000000002ab,-0.7375,21,2.9583333333333335,0.17157260187951437,1.5416666666666665,-0.7367632367632367,139,9.541666666666668,0.3524266070803248,2.6666666666666665,0,Unvegetated,0.5053580284314145,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.81231832447197]}"
000000000000000002d8,-0.73652697,22,1.2916666666666665,0.22916509983832098,0.875,-0.7358219669777459,145,0.14583333333333331,0.16883116883213092,0.14583333333333331,0,Unvegetated,0.17480968602975355,"{""type"":""Point"",""coordinates"":[-121.75332851336663,36.8123138653709]}"
000000000000000002dc,-0.69590646,26,0.8958333333333333,0.02589514066497895,0.6874999999999999,-0.695255900911428,145,2.125,-0.2300492610840208,1.125,0,Unvegetated,0.8242020954572475,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.8123138653709]}"
000000000000000002dd,-0.69590646,26,7.104166666666666,0.1211216784310631,2.1458333333333335,-0.695255900911428,145,3.375,0.004717383925299273,1.4583333333333335,0,Unvegetated,0.5532871307084503,"{""type"":""Point"",""coordinates"":[-121.75332851336663,36.8123138653709]}"
00000000000000000300,-0.7126437,25,2.729166666666667,0.15201739789444058,1.3958333333333333,-0.7119889756545705,149,4.770833333333333,-0.36485042054397393,1.854166666666667,0,Unvegetated,0.5902741424262559,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.8123138653709]}"
00000000000000000308,-0.73410404,23,3.8749999999999996,0.207382424364757,1.7083333333333335,-0.7334257334257335,150,9.354166666666666,0.2471134488346145,2.6874999999999996,0,Unvegetated,0.6626717923828637,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.8123138653709]}"
0000000000000000030d,-0.75581396,21,3.0625,0.04070679319365879,1.3125,-0.7551115241635687,151,7.125,0.40059009997998823,2.2916666666666665,0,Unvegetated,0.7395413974657497,"{""type"":""Point"",""coordinates"":[-121.75332851336663,36.8123138653709]}"
0000000000000000030f,-0.75581396,21,6.875000000000001,0.25385396963965434,2.0,-0.7551115241635687,151,7.125,0.25795816759303686,2.375,0,Unvegetated,0.6423635673760623,"{""type"":""Point"",""coordinates"":[-121.75332851336663,36.8123138653709]}"
00000000000000000311,-0.75581396,21,7.875,-0.024025926230679936,2.333333333333333,-0.7551115241635687,151,2.520833333333333,-0.3400740547839841,1.3958333333333333,0,Unvegetated,0.7929273642533047,"{""type"":""Point"",""coordinates"":[-121.75332851336663,36.8123138653709]}"
00000000000000000313,-0.7456647,22,2.5,-0.4408282034977047,1.3333333333333333,-0.744975744975745,151,3.2083333333333335,-0.031526023797503466,1.375,0,Unvegetated,0.5323688613756965,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.8123138653709]}"
00000000000000000316,-0.72571427,24,7.062499999999999,0.0763355973908417,2.3125,-0.7250513815939712,151,3.0208333333333335,0.027531568722480276,1.3958333333333333,0,Unvegetated,0.0698184250421191,"{""type"":""Point"",""coordinates"":[-121.75332851336663,36.8123138653709]}"
00000000000000000319,-0.71590906,25,1.25,0.07540910937903522,0.9166666666666667,-0.715258855585831,151,0.5625,0.0794452047575173,0.5625,0,Unvegetated,0.16107019816713175,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.8123138653709]}"
0000000000000000031b,-0.70621467,26,3.75,0.2253147982721252,1.5416666666666667,-0.7055768796568074,151,5.833333333333333,-0.028650128319053586,1.625,0,Unvegetated,0.9898944819835298,"{""type"":""Point"",""coordinates"":[-121.75332851336663,36.8123138653709]}"
00000000000000000322,-0.7777778,19,4.645833333333334,-0.13410596026488752,1.7291666666666665,-0.7770507127833606,152,5.604166666666667,0.15480610643279763,2.020833333333333,0,Unvegetated,0.8686535693470863,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.8123138653709]}"
0000000000000000032c,-0.6888889,28,6.541666666666666,-0.44510536808680085,2.2916666666666665,-0.6882770870337478,152,2.5,0.006864317797075359,1.25,0,Unvegetated,0.3185619281205597,"{""type"":""Point"",""coordinates"":[-121.75332851336663,36.8123138653709]}"
00000000000000000334,-0.7386364,23,3.1041666666666665,0.1991174589261388,1.4375,-0.7379654859218892,153,5.083333333333333,0.1920761338529873,1.875,0,Unvegetated,0.6855103847006907,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.8123138653709]}"
00000000000000000339,-0.7,27,7.479166666666666,0.2301243861553725,1.9375,-0.6993783303730018,153,7.895833333333332,0.2805351353028605,2.395833333333333,0,Unvegetated,0.8241329255924416,"{""type"":""Point"",""coordinates"":[-121.75332851336663,36.8123138653709]}"
0000000000000000035c,-0.70652175,27,8.1875,0.16219786317955445,2.395833333333333,-0.7059079061685491,157,17.6875,0.3196233372656925,3.6875,0,Unvegetated,0.009129402099207096,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.8123138653709]}"
00000000000000000380,-0.7037037,28,136.8125,0.24487688365284874,10.145833333333334,-0.7031084795939945,161,147.97916666666669,0.2369157405363349,10.854166666666666,0,Unvegetated,0.35686030574337246,"{""type"":""Point"",""coordinates"":[-121.75332851336663,36.8123138653709]}"
0000000000000000039b,-0.7647059,22,2.708333333333333,0.21128517816088507,1.4166666666666665,-0.7640521478948493,165,3.875,0.28540817848394245,1.7083333333333335,0,Unvegetated,0.6269241248189246,"{""type"":""Point"",""coordinates"":[-121.75333743156875,36.81231832447197]}"
000000000000000003a2,-0.7659575,22,10.208333333333334,0.24605406106582065,2.8333333333333335,-0.7653061224489796,166,16.083333333333332,0.3386467330474401,3.5,0,Unvegetated,0.8897188206951717,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.8123138653709]}"
000000000000000003a3,-0.7659575,22,10.937500000000002,0.16183751717371908,2.6875,-0.7653061224489796,166,47.875,0.273601035389942,6.208333333333333,0,Unvegetated,0.4414617295927483,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.8123138653709]}"
000000000000000003a7,-0.7382199,25,1.5625,0.24253489547554116,0.8125,-0.7376020087884495,166,23.541666666666668,0.25816265106275416,4.333333333333333,0,Unvegetated,0.03650702812650941,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.8123138653709]}"
000000000000000003e2,-0.7461929,25,5.791666666666667,0.028083072450796914,1.7916666666666667,-0.7455873402312843,172,26.604166666666664,0.2659210447472784,4.645833333333334,0,Unvegetated,0.26795762085208685,"{""type"":""Point"",""coordinates"":[-121.75333297246773,36.8123138653709]}"
