system:index,Green,Green_contrast,Green_corr,Green_diss,NDRE,NDVI,NDWI,Near-Infrared,Near-Infrared_contrast,Near-Infrared_corr,Near-Infrared_diss,OSAVI,RGVI,Red,Red-Edge,Red-Edge_contrast,Red-Edge_corr,Red-Edge_diss,Red_contrast,Red_corr,Red_diss,label,name,random,.geo
000000000000000003b7,7812,204418.3958333333,-0.130309542,374.3125,0.038874201476573944,0.073339224,-0.2621139,13362,136617.04166666666,-0.169804623,309.8333333333333,0.073338753,-0.19247468,11536,12362,26917.541666666668,0.097830386,142.91666666666666,352557.7083333333,-0.242203099,458.79166666666663,0,unvegetated,0.9368840626699705,"{""type"":""Point"",""coordinates"":[-121.75521471311224,36.810601570566384]}"
000000000000000003b8,7809,216735.99999999997,0.10149796183352741,370.875,-1.10E-04,0.07699609,-0.27107254,13617,638636.25,0.065991808,623.75,0.076995598,-0.19821346,11670,13620,185037.0416666667,0.08125309,332.625,534855.2083333333,0.15355982111082656,594.625,0,unvegetated,0.325303048,"{""type"":""Point"",""coordinates"":[-121.75521471311224,36.810601570566384]}"
000000000000000003b9,7242,217239.91666666666,0.15124632721573608,405.75,0.010318491607904434,0.05025338,-0.26391217,12435,768763.8125,0.048498804,756.3124999999999,0.050253039,-0.21653053,11245,12181,148110.1458333333,0.20763594180570472,292.5625,387215.2291666666,0.2003974543242029,561.9791666666666,0,unvegetated,0.36674347115873174,"{""type"":""Point"",""coordinates"":[-121.75524592681965,36.81058819326322]}"
000000000000000003ba,7421,116096.93749999999,0.2083376484555074,286.8958333333333,0.015007348731160164,0.08312696,-0.27748027,13121,744736.9375,0.054200008590363155,613.7708333333333,0.083126412,-0.19894214,11107,12733,459633.5416666666,-0.022833608,585.375,189348.56249999997,0.1750355470118581,351.81249999999994,0,unvegetated,0.080446878,"{""type"":""Point"",""coordinates"":[-121.75524592681965,36.81058819326322]}"
000000000000000003bb,6781,300278.6041666666,0.2794440832225004,443.22916666666663,0.002588438,0.122803934,-0.30675253,12782,786710.4375,0.17190949971437833,729.2291666666667,0.1228030723607002,-0.19114928,9986,12716,365802.7291666666,0.060770955,491.64583333333326,572155.3125,0.071964446,615.2708333333333,0,unvegetated,0.065336077,"{""type"":""Point"",""coordinates"":[-121.75524592681965,36.81058819326322]}"
000000000000000003bc,9565,220834.85416666666,-0.254322269,411.10416666666663,0.012727504596114159,0.045357507,-0.2491856,15914,1313859.8333333333,-0.429756503,1000.5416666666666,0.045357268,-0.20615819,14533,15514,90075.375,-3.83E-04,233.91666666666666,143077.75,0.22686340683695527,308.1666666666667,0,unvegetated,0.5491664418519037,"{""type"":""Point"",""coordinates"":[-121.75520133580909,36.81061494786955]}"
000000000000000003bd,8505,79574.625,0.10957962740330002,223.375,0.033955249935388565,0.094017096,-0.25943664,14464,75223.41666666666,-0.218773915,216.70833333333331,0.094016525,-0.16955525,11978,13514,190930.64583333334,-0.336082467,367.8958333333333,120119.33333333331,-0.12188856,275.5,0,unvegetated,0.405825117,"{""type"":""Point"",""coordinates"":[-121.75521917221329,36.81061048876849]}"
000000000000000003be,7533,46048.89583333333,-0.328682402,189.60416666666666,0.022730706,0.09958186,-0.2851585,13543,78947.9375,-0.190720338,243.6875,0.099581215,-0.19100037,11090,12941,31553.25,-0.384759596,151.375,82316,0.064692743,243.66666666666663,0,unvegetated,0.9420473238537665,"{""type"":""Point"",""coordinates"":[-121.7552280904154,36.81061494786954]}"
000000000000000003bf,8338,411545.8958333333,0.19431173747152541,495.0208333333333,0.04267491,0.08625157,-0.27527162,14672,669087.9166666666,0.27014964094187943,672.7916666666667,0.086251062,-0.19361702,12342,13471,109156.625,0.32232104301428677,265.2083333333333,759209.8958333333,0.29367607174559357,685.6458333333333,0,unvegetated,0.15235185327562972,"{""type"":""Point"",""coordinates"":[-121.75525038592068,36.81057927506112]}"
000000000000000003c0,10017,123797.35416666666,0.19991452766536244,303.6875,0.029474763199687004,0.0758899,-0.2601647,17062,291115.0208333333,0.11019664444059825,441.0625,0.075889518,-0.18798637,14655,16085,263139.125,-0.296650446,434.2083333333333,462274.2916666666,0.28333557038278456,577.2083333333334,0,unvegetated,0.047306578,"{""type"":""Point"",""coordinates"":[-121.7552102540112,36.81061494786955]}"
000000000000000003c1,7672,190974.22916666666,0.17755827062472504,371.72916666666663,0.024236654862761497,0.12897497,-0.29159743,13988,338939.625,-0.029202237,478.2083333333333,0.12897414705958316,-0.16897747,10792,13326,91639.64583333331,-0.361637362,261.2291666666667,314075.4583333333,0.17767061427547143,458.0416666666667,0,unvegetated,0.19786264602070103,"{""type"":""Point"",""coordinates"":[-121.7552102540112,36.810601570566384]}"
000000000000000003c2,7456,334528.3333333333,0.2652976549287046,470.3333333333333,0.038263936,0.08947538,-0.28976947,13540,922400.5416666667,0.30852732680852113,818.375,0.089474802,-0.2056254,11316,12542,286555.3125,0.096092888,438.60416666666663,701976.2916666667,0.2725669402548976,743.4999999999999,0,unvegetated,0.9850431082717248,"{""type"":""Point"",""coordinates"":[-121.7552102540112,36.810601570566384]}"
000000000000000003c3,7267,93311.72916666666,-0.096771392,224.89583333333331,0.009239364,0.12583892,-0.31950557,14091,113013.35416666666,0.17649239842712722,294.1458333333333,0.12583812184006493,-0.20177944,10941,13833,199792.89583333334,-0.198288642,386.2708333333333,146744.8958333333,0.17046771783862677,303.85416666666663,0,unvegetated,0.7547341730437946,"{""type"":""Point"",""coordinates"":[-121.7552102540112,36.810601570566384]}"
000000000000000003c4,8356,168858.52083333334,0.1795591721351583,323.5625,0.035346467047929764,0.074002385,-0.26643842,14426,432957.8958333333,0.082729874,509.6875,0.074001942,-0.19630663,12438,13441,53535.291666666664,-0.242496123,187.58333333333331,675242.6875,0.3125919458883226,632.1041666666667,0,unvegetated,0.7210193192663841,"{""type"":""Point"",""coordinates"":[-121.75525038592068,36.81060602966744]}"
000000000000000003c5,7552,160724.375,-0.196276029,349.5,0.017820557579398155,0.07233037,-0.2709369,13165,150809.14583333334,-0.266413955,334.1041666666667,0.072329903,-0.20257643,11389,12704,97487.79166666667,-0.114658176,246.875,119736.27083333333,-0.417237007,286.3125,0,unvegetated,0.27879684446193786,"{""type"":""Point"",""coordinates"":[-121.75525038592068,36.81060602966744]}"
000000000000000003c6,8524,94736.16666666666,-0.258374902,259.66666666666663,0.045393195,0.070410244,-0.26643717,14716,180391.72916666666,-0.30362079,351.14583333333337,0.070409832,-0.1997747,12780,13438,25885.125,0.052459767,142.20833333333331,209090.1875,-0.3862682,392.77083333333337,0,unvegetated,0.8374268980480438,"{""type"":""Point"",""coordinates"":[-121.75524592681965,36.81061048876849]}"
000000000000000003c7,22603,1221928.1041666665,0.32895187761001277,880.8541666666665,0.1627582311630249,-0.12741807,0.002594868,22486,1574810.1874999998,0.16166323493544796,1020.3958333333333,-0.127417676,-0.12486449,29053,16191,132706.2083333333,0.095213949,308.7083333333333,3123526.563,0.20130960966111586,1400.6875,0,unvegetated,0.7828017769386133,"{""type"":""Point"",""coordinates"":[-121.76069048920589,36.810695211688504]}"
000000000000000003c8,16391,185818.24999999997,0.2780648985154033,356.8333333333333,0.09531717,-0.1089898,-0.09389425,19788,180314.77083333337,0.020408321609538954,344.68749999999994,-0.108989409,-0.20082887,24629,16344,44935.375,0.24049350807529205,173.75,179603.02083333334,0.13425300148509012,365.14583333333337,0,unvegetated,0.5442316858999608,"{""type"":""Point"",""coordinates"":[-121.75716779937365,36.810824525619054]}"
000000000000000003c9,18730,1968917.895833333,-0.179903217,1066.2708333333333,0.14631827175617218,-0.07586803,-0.11326784,23515,1268799.2083333333,0.03234463,883.125,-0.075867793,-0.1875244,27376,17512,573671.3541666666,-0.305152189,634.3958333333333,914000.875,0.11798211641553329,783.4166666666666,0,unvegetated,0.8276400045756928,"{""type"":""Point"",""coordinates"":[-121.75799719216957,36.81093600314539]}"
000000000000000003ca,18133,2044354.7916666665,0.22944131217883607,1277.5833333333333,0.11877015978097916,-0.08112034,-0.08506988,21505,2826018.2708333335,0.19947195016630742,1451.8124999999998,-0.081120068,-0.16505122,25302,16939,806794.1458333333,0.24508332666240748,799.6041666666666,4293315.729166666,0.26814974273870806,1842.7708333333333,0,unvegetated,0.6766954200364635,"{""type"":""Point"",""coordinates"":[-121.75799273306852,36.81093154404434]}"
000000000000000003cb,22429,1198213.5416666665,-0.212323107,925.5833333333333,0.1629597246646881,-0.08169404,-0.08436243,26562,431402.8749999999,0.0329784,543.0833333333333,-0.08169381,-0.16491985,31288,19118,625493.5833333333,0.053032907289669896,638.625,1203999.1041666665,-0.172546328,917.8541666666667,0,unvegetated,0.7105365147678022,"{""type"":""Point"",""coordinates"":[-121.75798827396747,36.81093154404434]}"
000000000000000003cc,19119,947859.1041666666,0.20593162546281027,741.3124999999999,0.13182424008846283,-0.0803942,-0.10015532,23375,1452418.438,0.1005484198670959,947.9791666666666,-0.080393948,-0.17910737,27462,17930,426032.8541666666,0.2189415311931335,578.9375,1825102.645833333,0.16068482532895761,1074.8958333333333,0,unvegetated,0.514074552,"{""type"":""Point"",""coordinates"":[-121.75798827396747,36.81093154404434]}"
000000000000000003cd,15743,389078.8541666666,0.11162259122228169,486.64583333333337,0.11085693538188934,-0.06098771,-0.07924903,18453,377520.7708333333,0.24696195290603867,532.4375,-0.060987463,-0.1395622,20850,14770,57531.874999999985,-0.225269012,164.37499999999997,648339.6666666666,0.2242670416899177,719.25,0,unvegetated,0.6541412287304018,"{""type"":""Point"",""coordinates"":[-121.75798827396747,36.81092708494329]}"
000000000000000003ce,22241,649909.9791666666,-0.071444126,698.0625,0.1434318572282791,-0.08918873,-0.09666545,27001,495697.5,-0.158253872,502.54166666666663,-0.089188493,-0.18426554,32289,20227,219513.5,-0.080299555,384.04166666666663,772661.0833333333,0.10301710444752467,697.7083333333334,0,unvegetated,0.47216916196734293,"{""type"":""Point"",""coordinates"":[-121.75798827396747,36.81093600314539]}"
000000000000000003cf,14626,919807.3333333333,0.2662350818296392,747.25,0.10158494114875793,0.018489378,-0.17222254,20712,857772.1041666667,0.18985335583612342,789.7291666666666,0.018489306,-0.15422425,19960,16892,151330.1875,0.064580456,321.0625,1420750.313,0.32125893098239133,894.3541666666666,0,unvegetated,0.2419002240752861,"{""type"":""Point"",""coordinates"":[-121.7603248429195,36.81189025077084]}"
000000000000000003d0,13765,228370.3958333333,-0.035065222,402.3958333333333,0.10428816825151443,0.014710518,-0.16774993,19314,718645.2916666666,-0.069685302,591.125,0.014710456192261459,-0.153418,18754,15666,164223.8125,-0.179492185,339.8541666666667,646176.75,-0.038830736,680.125,0,unvegetated,0.8050332442698359,"{""type"":""Point"",""coordinates"":[-121.7603248429195,36.81189025077084]}"
000000000000000003d1,10266,283464.3125,-0.05279565,456.47916666666663,0.11819817125797272,0.1618968,-0.33965844,20827,5399578.313,-0.205471996,2074.604166666667,0.1618960696409723,-0.1881055,15023,16424,966295.7291666666,-0.205645699,895.7291666666666,237756.4166666667,0.12970197091745356,388.45833333333337,0,unvegetated,0.29822847331030267,"{""type"":""Point"",""coordinates"":[-121.76032038381845,36.81192592357926]}"
000000000000000003d2,16693,326931.375,0.1507416742989661,493.04166666666663,0.090099104,0.002278004,-0.15632266,22879,916064.0208333333,-0.44349287,811.8125,0.002277996,-0.15409952,22775,19097,312991.3333333333,-0.045349956,482.83333333333337,297179.37499999994,0.17841041691982706,480.3333333333333,0,unvegetated,0.7112713840192316,"{""type"":""Point"",""coordinates"":[-121.7603248429195,36.811894709871886]}"
000000000000000003d3,11787,131955.47916666666,-0.042576855,262.3958333333333,0.080074839,0.01647466,-0.18191282,17029,265213.7708333333,0.22514950722709842,417.85416666666663,0.016474583,-0.16593547,16477,14504,107050.06249999999,-0.055464228,256.4375,178259.75,-0.052278152,321.29166666666663,0,unvegetated,0.7555358067157883,"{""type"":""Point"",""coordinates"":[-121.76032484291953,36.8119125462761]}"
000000000000000003d4,12074,271959.8125,0.043800867,408.0208333333333,0.089102648,0.020880295,-0.17538588,17210,312372.375,0.18453222799334815,470.9583333333333,0.020880195,-0.15507348,16506,14394,60552.93750000001,-0.065850856,198.97916666666669,203115.27083333334,0.25959591506557567,382.60416666666663,0,unvegetated,0.1508106474115949,"{""type"":""Point"",""coordinates"":[-121.76032484291953,36.8119125462761]}"
000000000000000003d5,10594,130620.68749999999,-0.16365371,303.47916666666663,0.10219493508338928,0.005278403,-0.1916371,15617,270047.25,0.10555415679909312,411.04166666666663,0.005278376,-0.1865474,15453,12721,176532.1458333333,-0.184652738,353.5625,195189.79166666666,0.24841813854868688,384.54166666666663,0,unvegetated,0.022246282041014087,"{""type"":""Point"",""coordinates"":[-121.76031592471737,36.811934841781365]}"
000000000000000003d6,10670,241006.18749999997,0.11481637053968428,415.3958333333333,0.081270255,0.05441446,-0.21985815,16684,331541.02083333326,-0.043552939,428.5625,0.054414184848967456,-0.16744694,14962,14176,280905.06249999994,-0.348410215,455.5208333333333,103097.89583333333,0.18967824704867026,281.1458333333333,0,unvegetated,0.5437664732113224,"{""type"":""Point"",""coordinates"":[-121.76031592471737,36.811934841781365]}"
000000000000000003d7,11590,219491.9166666667,0.044364079,387.9583333333333,0.092116974,0.037347905,-0.19427161,17179,142511.4791666667,-0.193655511,291.02083333333337,0.037347726,-0.15807061,15942,14281,156369.45833333334,0.10613369238662028,347.33333333333326,117582.27083333331,0.1309811057286609,292.4375,0,unvegetated,0.14798108625930806,"{""type"":""Point"",""coordinates"":[-121.76032038381845,36.81191700537714]}"
000000000000000003d8,14620,399976.6041666666,-0.09873383,518.0625,0.12246979773044586,0.002902305,-0.17694083,20906,191545.0208333333,-0.043313106,326.6875,0.002902294,-0.17412795,20785,16344,80974.4375,-0.093882003,223.22916666666666,523972.0833333334,-0.264679028,615.6666666666666,0,unvegetated,0.7498043275725031,"{""type"":""Point"",""coordinates"":[-121.7603248429195,36.81188579166977]}"
000000000000000003d9,14966,192222.60416666666,-0.004496963,371.6041666666667,0.10187829285860062,-0.015288719,-0.145508,20063,604586.375,-0.216852418,611,-0.015288659,-0.1604398,20686,16353,257060.7083333333,0.10564024788150547,387.50000000000006,341603.6875,0.16913024164664428,494.7291666666667,0,unvegetated,0.11663710557520501,"{""type"":""Point"",""coordinates"":[-121.7603248429195,36.81188579166977]}"
000000000000000003da,11143,244332.08333333334,-0.321485945,427.49999999999994,0.067387342,0.03267529,-0.19920948,16687,1065065.4583333335,-0.209931457,881.375,0.032675127544389906,-0.16762531,15631,14580,285875.2916666666,-0.314656726,406,141856.125,-0.265880277,322.25,0,unvegetated,0.9486363206154548,"{""type"":""Point"",""coordinates"":[-121.76031592471737,36.8119214644782]}"
000000000000000003db,11438,109158.95833333333,0.066798647,285.16666666666663,0.093284056,0.05818866,-0.20002797,17158,1077695.4791666667,-0.355891009,859.8541666666666,0.058188371,-0.14350967,15271,14230,460591.9583333334,-0.273803696,595.625,121396.20833333333,-0.041033688,306.8333333333333,0,unvegetated,0.041375488,"{""type"":""Point"",""coordinates"":[-121.76031592471737,36.8119214644782]}"
000000000000000003dc,8756,565879.6666666666,0.2602832710539393,639.8749999999999,0.013331854715943336,0.1439657,-0.35227105,18280,1867631.875,0.2947443119568162,1128.5833333333333,0.1439649853125051,-0.21943392,13679,17799,2673989.3541666665,0.19305239735763138,1389.6041666666665,1478442.4166666665,0.42927840500184156,1028.5,0,unvegetated,0.004302664,"{""type"":""Point"",""coordinates"":[-121.75350687740875,36.8121132058235]}"
000000000000000003dd,9142,228582.1666666667,-0.14919161,391.8333333333333,4.979583900421858E-4,0.0509834,-0.24480608,15069,273489.75,-0.132824145,445.95833333333337,0.050983116,-0.19627236,13607,15054,233191.20833333334,-0.317923948,423.24999999999994,708741.7083333333,-0.190922643,693.8333333333334,0,unvegetated,0.9641329632480208,"{""type"":""Point"",""coordinates"":[-121.75507202187855,36.81205969661086]}"
000000000000000003de,8452,155363.83333333334,0.2780614047335192,334.12499999999994,0.037183430045843124,0.07777144,-0.2527628,14170,341946.0416666667,0.2746676956351332,506.45833333333337,0.077770966,-0.17850026,12125,13154,436720.8958333333,-0.062017668,521.2291666666666,580710.3958333333,0.1975778097156391,597.9375,0,unvegetated,0.72459866,"{""type"":""Point"",""coordinates"":[-121.75505864457537,36.81205523750981]}"
000000000000000003df,12192,304922.2083333333,-0.014945336,440.79166666666663,0.075563364,0.022866093,-0.23284568,19593,51244.458333333336,0.22405068820566965,189.70833333333331,0.022865996905259596,-0.21110356,18717,16840,71341.125,0.19593796602284086,230.66666666666666,154213.8958333333,-0.133966067,327.27083333333337,0,unvegetated,0.21182495304810933,"{""type"":""Point"",""coordinates"":[-121.7550497263733,36.81205523750981]}"
000000000000000003e0,7920,67808.27083333333,-0.349017608,214.39583333333331,-0.001384935,0.11074027,-0.242069,12979,64606.27083333333,0.23213664489463506,223.64583333333331,0.11073950713217197,-0.13494621,10391,13015,376432.5625,0.068263892,512.5208333333333,58201.25,0.024995742,194.25,0,unvegetated,0.049228197360083104,"{""type"":""Point"",""coordinates"":[-121.7550586445754,36.81205969661086]}"
000000000000000003e1,8980,126454.95833333333,0.18128150774648935,301.375,0.019370460882782936,0.0547602,-0.24267341,14735,210252.56250000003,0.024708486,367.0625,0.054759887,-0.190444,13205,14175,212130.25,0.12215793987431775,387.4583333333333,186793.54166666666,-0.19148522,358.04166666666663,0,unvegetated,0.11507361678673789,"{""type"":""Point"",""coordinates"":[-121.75506310367642,36.81205523750982]}"
000000000000000003e2,9108,186445.16666666666,-0.433171787,372,0.032435026,0.06519509,-0.2461513,15056,379238.7916666667,-0.391889998,516.25,0.065194721,-0.18390752,13213,14110,68010.625,-0.17473008,201.125,654024.4791666667,-0.369872277,679.8125,0,unvegetated,0.30430386865175896,"{""type"":""Point"",""coordinates"":[-121.75506756277747,36.812064155711916]}"
000000000000000003e3,9107,139521.125,0.092867138,311.375,0.038348082453012466,0.08150869,-0.25410542,15312,430477.93749999994,0.18378217117628545,571.0624999999999,0.081508227,-0.17624712,13004,14181,272852.7916666666,-0.023267252,435.12499999999994,419589.4375,0.2496097093799116,584.8541666666666,0,unvegetated,0.9093537813237694,"{""type"":""Point"",""coordinates"":[-121.75506310367642,36.812050778408754]}"
000000000000000003e4,8939,142245.54166666666,-0.415628211,338.75,0.020835537,0.07268282,-0.23653756,14478,142960.3958333333,0.046473507352965626,314.72916666666663,0.072682388,-0.16672105,12516,13887,54396.354166666664,0.19784681649080343,200.6875,56248.979166666664,-0.190529143,189.47916666666666,0,unvegetated,0.49538979354177026,"{""type"":""Point"",""coordinates"":[-121.75506756277747,36.81205523750981]}"
000000000000000003e5,8204,81712.89583333333,0.088048157,229.8125,0.058859314769506454,0.09147919,-0.25849602,13924,267806.4166666667,-0.049783601,427.125,0.091478614,-0.17106193,11590,12376,138620.375,-0.169590277,315.2083333333333,58167.27083333333,-0.153982333,191.27083333333331,0,unvegetated,0.35654541628005454,"{""type"":""Point"",""coordinates"":[-121.75524592681965,36.81216671503614]}"
000000000000000003e6,7527,123813.20833333331,-0.226755861,273.9583333333333,0.049459651,0.115779765,-0.27732706,13304,152374.31249999997,-0.155357502,333.27083333333337,0.11577898584150062,-0.16690648,10543,12050,149435.25,-0.241258637,327.4583333333333,547865.6458333333,-0.163174663,612.0208333333334,0,unvegetated,0.06868193,"{""type"":""Point"",""coordinates"":[-121.75525038592068,36.81216671503615]}"
000000000000000003e7,7961,167572.3541666667,0.15308837040507686,345.0625,0.026087586,0.09101387,-0.2814982,14199,1131783.2916666665,-0.182888332,930.9166666666666,0.09101331,-0.1954929,11830,13477,387161.1041666666,-0.165864223,526.9375,1419869.7291666667,-0.121203393,1011.8124999999999,0,unvegetated,0.2797635342788415,"{""type"":""Point"",""coordinates"":[-121.75602181040291,36.81195713728663]}"
000000000000000003e8,7187,100891.5625,-0.376453247,265.47916666666663,0.008867311,0.120898716,-0.27253404,12572,237360.3958333333,-0.346254485,417.97916666666663,0.120897854,-0.15680179,9860,12351,138022.41666666666,-0.151255386,294.0833333333333,243351.68749999997,-0.149981124,413.93749999999994,0,unvegetated,0.828906967,"{""type"":""Point"",""coordinates"":[-121.75602181040291,36.81196159638768]}"
000000000000000003e9,16009,2593380.1666666665,0.14012637884115797,1314.0416666666665,0.077353351,0.16358109,-0.30187732,29854,5169645.729166666,0.1935996409300016,1942.5625,0.16358057892792163,-0.14548026,21460,25567,3516468.3749999995,0.039485006,1420.4583333333333,5976820.041666666,0.15462506332767592,2095.375,0,unvegetated,0.17459600685544752,"{""type"":""Point"",""coordinates"":[-121.7557007551271,36.81103410336857]}"
000000000000000003ea,13031,208447.3541666667,0.1445471500672638,393.4791666666667,0.052266181,0.079888836,-0.24242777,21371,639548.5208333334,0.13148400129098636,646.0208333333333,0.07988851,-0.16574904,18209,19248,579233.8958333334,-0.076431872,612.1875,550339.1041666666,0.1399998830050701,652.7708333333334,0,unvegetated,0.6976177370077852,"{""type"":""Point"",""coordinates"":[-121.75570967332919,36.81103410336857]}"
000000000000000003eb,9419,233621.60416666666,0.11645281635646045,381.1458333333333,0.064864866,0.082229406,-0.24593708,15563,238955.625,-0.045387402,388.29166666666663,0.08222895,-0.1670867,13198,13667,242235.2708333333,0.16710956921453657,426.8541666666667,217181.25,0.285640488,415.9583333333333,0,unvegetated,0.21086224365794604,"{""type"":""Point"",""coordinates"":[-121.75566508231866,36.81078439370958]}"
000000000000000003ec,9664,57735.729166666664,-0.166449725,182.64583333333331,0.067581251,0.07527306,-0.25678688,16342,92917.10416666667,-0.26290126,260.3958333333333,0.075272666,-0.1850915,14054,14273,125612.29166666667,0.016775961960190863,305.8333333333333,31072.625,0.15950300375960189,152.83333333333331,0,unvegetated,0.3153009942522743,"{""type"":""Point"",""coordinates"":[-121.75566508231866,36.81077547550747]}"
000000000000000003ed,12942,6907346.583333333,0.29062068103255334,2294.4583333333335,0.067128666,0.08303821,-0.25637785,21866,2.5469074375E7,0.2663809859370981,4404.916666666666,0.083037884,-0.17711015,18513,19115,9748104.604166668,0.2741168000031888,2753.0625,1.4169313708333334E7,0.2524458239422306,3177.4166666666665,0,unvegetated,0.8515038121837867,"{""type"":""Point"",""coordinates"":[-121.75551347288284,36.8106862934864]}"
000000000000000003ee,15853,312708.8541666666,0.19276269091689438,467.2291666666667,-0.003064351,0.16746412,-0.2974985,29280,806910.0208333333,0.1858867408508359,775.1458333333334,0.1674635806584349,-0.13685243,20880,29460,385741.12499999994,-0.273103928,497.625,322402.625,-0.005591458,399.91666666666663,0,unvegetated,0.3420234658150566,"{""type"":""Point"",""coordinates"":[-121.75823798362647,36.81241642469514]}"
000000000000000003ef,15966,93774.29166666666,-0.357950311,268.5833333333333,0.044373434,0.15749373,-0.30880123,30232,364568.5416666667,0.2717257187774337,494.79166666666663,0.15749324810154303,-0.15904243,22005,27663,343838.7083333333,0.026454121691412227,517.875,188698.2083333333,0.039571958,357.41666666666663,0,unvegetated,0.3968136890519426,"{""type"":""Point"",""coordinates"":[-121.75823798362647,36.81240750649304]}"
000000000000000003f0,14841,3013354.3541666665,0.11100686426995256,1449.2291666666665,0.040097896,0.14717159,-0.32792935,29324,5456871.438,0.242305821,2061.979166666667,0.14717112222479548,-0.18992385,21800,27063,3611702.5833333335,0.22309289854628855,1553.2083333333333,3295869.5833333335,0.31387165759636426,1547.1666666666665,0,unvegetated,0.8166588164366633,"{""type"":""Point"",""coordinates"":[-121.75823798362647,36.81240750649304]}"
000000000000000003f1,14504,180345.43750000003,0.096971268,340.77083333333326,0.030174615,0.13844289,-0.30488127,27227,670773.8541666666,-0.050369737,687.6458333333333,0.13844242,-0.17377311,20605,25632,546520.8125,0.026439790152823134,592.6874999999999,102415.54166666666,-0.195312192,278.2083333333333,0,unvegetated,0.10897811040422356,"{""type"":""Point"",""coordinates"":[-121.75823798362647,36.81240750649304]}"
000000000000000003f2,16056,2810233.541666667,0.23093575585855763,1407.4166666666665,0.027593335136771202,0.11380339,-0.29242226,29327,6375424.938,0.17896198970874486,2159.9375,0.11380303814044354,-0.18476771,23334,27752,4234135.875,0.10972663316710182,1669.625,3972881.313,0.19539235444154857,1744.9791666666665,0,unvegetated,0.48568867030848173,"{""type"":""Point"",""coordinates"":[-121.75823798362647,36.81240750649304]}"
000000000000000003f3,13272,278007.9583333333,0.21112865371754808,448.04166666666663,0.028819565,0.15019809,-0.30849788,25114,449192.3125,0.15416700853658774,579.0625,0.1501975307058803,-0.16599114,18555,23707,188813.7708333333,0.2889420713384563,365.97916666666663,131777.33333333334,0.33851041840485724,301.5833333333333,0,unvegetated,0.3780387742277741,"{""type"":""Point"",""coordinates"":[-121.75824690182858,36.812394129189876]}"
000000000000000003f4,13812,84160.5625,0.076677769,245.22916666666666,0.07297647,0.02603922,-0.20064819,20746,109519.70833333331,-0.110096214,270.625,0.026039117,-0.17552604,19693,17924,108265.375,-0.097370388,267.7083333333333,116643.52083333331,0.10479647302057649,289.6041666666667,0,unvegetated,0.9527629961992855,"{""type"":""Point"",""coordinates"":[-121.75908075372557,36.81203294200454]}"
000000000000000003f5,13714,54034.66666666667,0.1427408052810013,195.91666666666669,0.083776355,0.021297598,-0.20281346,20692,120041.35416666666,0.041597190799729886,286.22916666666663,0.021297514681218405,-0.18230331,19829,17493,166271.7291666667,-0.030643172,342.7291666666667,70607.125,0.052462391,216.25,0,unvegetated,0.6969878592862252,"{""type"":""Point"",""coordinates"":[-121.75908075372557,36.81203294200454]}"
000000000000000003f6,13952,100936.89583333331,-0.330542784,254.3125,0.079347998,0.013410107,-0.17968015,20064,321679.7083333333,0.19101076609151235,479.58333333333337,0.013410052640138836,-0.16667165,19533,17114,48929.52083333333,-0.092801619,186.52083333333334,119553.08333333333,-0.0752772,299.2083333333333,0,unvegetated,0.6261082295264152,"{""type"":""Point"",""coordinates"":[-121.75907629462452,36.81203294200454]}"
000000000000000003f7,13426,366047.5624999999,-0.145842291,447.22916666666663,0.074460045,0.009896467,-0.19423856,19899,278361.5625,-0.19009494,427.6875,0.009896428,-0.18469714,19509,17141,44366.29166666667,0.050348507,181.375,142285.60416666666,0.24163640001162845,310.43749999999994,0,unvegetated,0.5528081486804071,"{""type"":""Point"",""coordinates"":[-121.75907629462452,36.81203294200454]}"
000000000000000003f8,11813,205744.2708333333,-0.078242302,370.7708333333333,-0.015778909,0.15069315,-0.28179717,21083,179872.89583333334,-0.106627527,377.2708333333333,0.15069249779501015,-0.13691825,15561,21759,362424.9791666666,0.12695310269953564,500.97916666666663,369998.2916666666,0.059874253,514.375,0,unvegetated,0.6219218650748211,"{""type"":""Point"",""coordinates"":[-121.75932600428354,36.81232278357302]}"
000000000000000003f9,20983,3114266.020833333,0.315147841,1496.9791666666665,0.019637029618024826,0.115390636,-0.25859052,35620,5998704.270833333,0.30101434494209883,2061.270833333333,0.11539034816884754,-0.14760424,28250,34248,3367473.104166667,0.34740031917628844,1586.3125,5832951.416666666,0.31573796467706344,2095.833333333333,0,unvegetated,0.9401533907382309,"{""type"":""Point"",""coordinates"":[-121.75932154518249,36.812327242674066]}"
000000000000000003fa,25187,1.4410632083333332E7,0.3358028668858226,3203.6666666666665,0.058393236,0.07858184,-0.2481717,41815,2.5442188625E7,0.3042678033874169,4454.083333333333,0.078581676,-0.17296295,35722,37201,8919870.479166668,0.27494161676404427,2595.9791666666665,3.29081561875E7,0.30545309647295543,4691.1875,0,unvegetated,0.2667387027893423,"{""type"":""Point"",""coordinates"":[-121.75932154518249,36.812327242674066]}"
