system:index,Green,Green_contrast,Green_corr,Green_diss,NDRE,NDVI,NDWI,Near-Infrared,Near-Infrared_contrast,Near-Infrared_corr,Near-Infrared_diss,OSAVI,RGVI,Red,Red-Edge,Red-Edge_contrast,Red-Edge_corr,Red-Edge_diss,Red_contrast,Red_corr,Red_diss,label,name,random,.geo
00000000000000000292,14,0.375,-7.102651800039439E-14,0.375,-0.4651163,0.07692308,-0.6363636,63,6.041666666666666,0.20520449521001569,1.791666666666667,0.07681802663024924,-0.5882353,54,23,5.458333333333333,0.023300235934489245,1.9166666666666665,0.0,1.0,0.0,1,Vegetated,0.15981519655195398,"{""type"":""Point"",""coordinates"":[-121.75787679644115,36.81198389189295]}"
00000000000000000486,14,0.0,1.0,0.0,-0.41573033,0.07692308,-0.6363636,63,9.1875,0.320209888370963,2.520833333333333,0.07681802663024924,-0.5882353,54,26,1.9375,0.05755689296799321,0.9791666666666667,0.0,1.0,0.0,1,Vegetated,0.5807231819411336,"{""type"":""Point"",""coordinates"":[-121.75787679644115,36.81198389189295]}"
00000000000000000271,12,0.75,-0.5000000000000071,0.75,-0.46391752,0.14516129,-0.7108434,71,2.958333333333333,0.11096901366597618,1.4583333333333335,0.14497422680412372,-0.63076925,53,26,3.0625,0.03322633737999624,1.4791666666666667,0.6874999999999999,0.19874856833333077,0.6874999999999999,1,Vegetated,0.1788578095027613,"{""type"":""Point"",""coordinates"":[-121.7578812555422,36.81198389189295]}"
000000000000000003c5,12,0.35416666666666663,0.22499999999999645,0.35416666666666663,-0.44761905,0.19685039,-0.72727275,76,1.125,0.2775618690254146,0.875,0.1966027052532243,-0.61904764,51,29,1.2708333333333333,0.25045117484141066,0.9374999999999999,0.35416666666666663,0.22499999999977263,0.35416666666666663,1,Vegetated,0.7602045310610639,"{""type"":""Point"",""coordinates"":[-121.7578812555422,36.81198389189295]}"
00000000000000000354,13,0.0,1.0,0.0,-0.43137255,0.168,-0.6976744,73,2.1458333333333335,0.34885244104642754,1.2291666666666665,0.16778523489932887,-0.6,52,29,0.29166666666666663,-0.07142857142857142,0.29166666666666663,0.3125,-0.030158730158639208,0.3125,1,Vegetated,0.4670693085710339,"{""type"":""Point"",""coordinates"":[-121.7578812555422,36.81198389189295]}"
00000000000000000372,13,0.3125,-0.030158730158715646,0.3125,-0.41747573,0.168,-0.6976744,73,1.9583333333333333,0.21002172840468433,1.2083333333333333,0.16778523489932887,-0.6,52,30,2.1666666666666665,0.09645968917813186,1.0833333333333333,0.4583333333333333,0.0761904761904925,0.4583333333333333,1,Vegetated,0.11156740503366314,"{""type"":""Point"",""coordinates"":[-121.7578812555422,36.81198389189295]}"
00000000000000000405,13,0.35416666666666663,0.22499999999999643,0.35416666666666663,-0.44761905,0.1875,-0.7078652,76,2.604166666666667,0.12747216642575254,1.3124999999999998,0.18726591760299627,-0.6,52,29,0.6875,0.19874856833375373,0.6875,0.41666666666666663,0.12380952380945846,0.41666666666666663,1,Vegetated,0.8296560377597998,"{""type"":""Point"",""coordinates"":[-121.7578812555422,36.81198389189295]}"
0000000000000000043d,13,0.0,1.0,0.0,-0.44230768,0.171875,-0.70454544,75,1.6458333333333333,-0.010532158467998903,0.9791666666666666,0.17166042446941324,-0.6060606,53,29,0.3125,-0.030158730158636862,0.3125,0.47916666666666663,0.016666666666666663,0.47916666666666663,1,Vegetated,0.3552084818827801,"{""type"":""Point"",""coordinates"":[-121.7578812555422,36.81198389189295]}"
000000000000000004db,13,0.375,-7.105427357601002E-15,0.375,-0.3888889,0.171875,-0.70454544,75,3.75,0.024105339105436968,1.375,0.17166042446941324,-0.6060606,53,33,2.3333333333333335,-0.3495363426999465,1.25,0.3958333333333333,-0.04285714285712652,0.3958333333333333,1,Vegetated,0.35955434521006213,"{""type"":""Point"",""coordinates"":[-121.7578812555422,36.81198389189295]}"
0000000000000000030d,14,0.3125,-0.030158730158752922,0.3125,-0.4651163,0.07692308,-0.6363636,63,2.020833333333333,-0.008522592429189353,1.1458333333333333,0.07681802663024924,-0.5882353,54,23,4.708333333333333,0.16994131455293027,1.7499999999999998,0.14583333333333331,0.16883116883131916,0.14583333333333331,1,Vegetated,0.10996428204899089,"{""type"":""Point"",""coordinates"":[-121.7578812555422,36.81198389189295]}"
