system:index,DEM,Green,Green_contrast,Green_corr,Green_diss,NDRE,NDVI,NDWI,Near-Infrared,Near-Infrared_contrast,Near-Infrared_corr,Near-Infrared_diss,OSAVI,RGVI,Red,Red-Edge,Red-Edge_contrast,Red-Edge_corr,Red-Edge_diss,Red_contrast,Red_corr,Red_diss,label,random,.geo
00000000000000000029,-31.843782,11376,614983.1909872502,-0.004008735873978374,636.8842907850354,0.030007317662239075,0.07340661,-0.28596282,20486,1138909.4908167296,0.05889721505476502,904.1455981305073,0.07340630034693417,-0.21711206,17682,19285,304496.7691511126,0.040080038635206976,469.9310950785196,1758989.788551491,-0.07626439593335341,1086.0075016579892,0,0.08538757640201255,"{""type"":""Point"",""coordinates"":[-121.75776085981376,36.812202387844565]}"
0000000000000000002a,-31.831867,9332,157253.89828129948,0.07190083988685297,334.8520111298936,0.010132323950529099,0.03782529,-0.24789795,15486,339678.51072528766,-0.14328579433730865,496.08511949242774,0.03782508854239564,-0.21204588,14351,15169,54809.40902488855,-0.06898824894596366,189.84240609085992,265349.05692519364,0.005545058927864088,337.42925115092044,0,0.8865836438602931,"{""type"":""Point"",""coordinates"":[-121.7577653189148,36.8121800923393]}"
0000000000000000002b,-31.80179,8157,401648.6044071728,-0.0444753846618095,529.416384373643,0.030298542231321335,0.057746008,-0.27033326,14188,455990.43106924044,0.03424824826730743,527.5827875465642,0.057745661423791415,-0.2160033,12646,13357,232790.6511682103,-0.07393080397806175,399.1696976384738,744710.0158003872,0.09684991016597747,702.1554936725598,0,0.04797571323064276,"{""type"":""Point"",""coordinates"":[-121.75776085981376,36.81218455144035]}"
0000000000000000002c,-31.799698,6616,313249.5610503506,-0.09061615153597335,456.12978055797805,-0.013503799214959145,0.059136804,-0.27681687,11680,538016.8305071288,0.00978666758344751,602.6535031983667,0.05913637264540837,-0.22130223,10377,11996,317026.8851381809,0.02872205818826476,462.2234703744193,855744.7847246795,0.02192528296401698,771.8972796697803,0,0.24417105274134,"{""type"":""Point"",""coordinates"":[-121.75776085981376,36.81218455144035]}"
0000000000000000002d,-31.819548,8993,154384.1429568347,0.17378313917047994,331.38802880237466,0.024724386632442474,0.07563125,-0.2705517,15666,382402.91766407725,0.2705475621068577,521.7067497098881,0.07563083482258617,-0.19898686,13463,14914,316278.14491450303,0.12352550235185646,468.62871570819834,380246.17127371684,0.19917722844012686,524.3763663557522,0,0.9044836621616235,"{""type"":""Point"",""coordinates"":[-121.75776085981376,36.81218455144035]}"
0000000000000000002e,-31.812756,9063,113723.5883371501,-0.08370708977926872,278.80817722559084,0.026931216940283775,0.05981128,-0.2656839,15618,313082.825643948,0.007487070067390156,451.6826394312012,0.059810953300406894,-0.20917103,13855,14799,163743.72363099508,-0.09710090100692179,334.7422080196111,393647.30253792496,0.18761378020447547,536.3341869012597,0,0.018548119154768283,"{""type"":""Point"",""coordinates"":[-121.75776085981376,36.81218455144035]}"
0000000000000000002f,-31.835838,10526,567581.1505189458,0.09561186329963088,616.0971083664222,0.0026727584190666676,0.1302597,-0.3193912,20399,409983.4893524667,-0.004892604302580959,546.9819448858799,0.1302591195737623,-0.1974015,15697,20288,282066.0718711036,-0.23715982391823243,430.12449887994154,821510.8629582331,0.19241829496648552,722.8209094920002,0,0.34214443047123944,"{""type"":""Point"",""coordinates"":[-121.75776085981376,36.812197928743515]}"
00000000000000000030,-31.842096,10605,109546.31277160354,-0.09494351599383374,258.6775130923374,0.00466108089312911,0.12485715,-0.31810582,20501,175282.33768028667,-0.11821254974367831,339.7586325902357,0.1248566027025508,-0.20123038,15951,20310,174615.472192629,-0.11949214930410404,302.9183483093261,184039.993827423,-0.04019017720471525,351.51331445816226,0,0.7891327152238844,"{""type"":""Point"",""coordinates"":[-121.75776085981376,36.812197928743515]}"
00000000000000000031,-31.842894,14115,6118558.515006296,-0.061829721266849054,2032.8901927133325,0.04413594678044319,0.04686578,-0.27576923,24871,9039238.925980153,-0.10812581007618319,2577.4419223390555,0.04686562016845216,-0.23189504,22648,22790,6358026.865136784,-0.1274103959206187,2149.4839788670038,2.177698004362455E7,-0.09106949448339324,3809.857735302929,0,0.5149128598209415,"{""type"":""Point"",""coordinates"":[-121.75776085981376,36.81218901054141]}"
00000000000000000032,-31.862331,7952,199040.5773199539,0.13446475307964412,343.6716707365649,0.05314306542277336,0.1621805,-0.3152561,15275,686055.6586356665,0.10074192588006681,623.1345198634817,0.16217951763000502,-0.16130416,11010,13732,315812.7341620578,-0.0548044959398255,474.642786286622,263235.8730613993,0.21563382200693945,409.1542315825939,0,0.6051215483096126,"{""type"":""Point"",""coordinates"":[-121.75704740364523,36.81155135909077]}"
