system:index,Blue,Blue_contrast,Blue_corr,Blue_diss,DEM,Green,Green_contrast,Green_corr,Green_diss,RGVI,Red,Red_contrast,Red_corr,Red_diss,label,name,random,.geo
00000000000000000001,99,41.16665182322338,0.1463485961386127,5.1619150007399845,1.8551797,91,50.14133689759532,0.2669114040012767,5.752566453496768,-0.032588255,97,53.68025536091281,0.26258891997455114,5.912235993085696,0,unvegetated,0.9278921722545208,"{""type"":""Point"",""coordinates"":[-121.75488028053324,36.805134712674864]}"
00000000000000000004,95,30.93480083765734,0.078167244,4.658429396097855,1.8554024,88,40.32175294,0.1110980739933689,5.515028076795982,-0.022807447,92,48.446923144827544,0.11748408691786807,5.957911638,0,unvegetated,0.2826637582971948,"{""type"":""Point"",""coordinates"":[-121.75488028053324,36.805134712674864]}"
00000000000000000006,102,70.21577175597815,-0.207203995,6.903050871902098,1.8529241,102,55.79691396555532,-0.261407702,5.697413451584642,-0.037875585,110,68.17301423432563,-0.264910089,6.589403152372633,0,unvegetated,0.35740414688311295,"{""type"":""Point"",""coordinates"":[-121.75488028053324,36.805134712674864]}"
00000000000000000002,121,53.476833338313824,0.050930044779994604,6.224791802,1.8547443,125,48.77438132472908,0.052307994170373864,5.823764193105522,-0.042576905,136,62.86481521759689,-0.016233109,6.734113390985829,0,unvegetated,0.7409941410029398,"{""type"":""Point"",""coordinates"":[-121.75487136233114,36.805143630876955]}"
00000000000000000000,104,321.44099685204304,-0.051286964,14.488173643975703,1.8562853,104,323.2011155861032,-0.060202425,14.546574720669836,-0.05549133,116,328.2357908986437,-0.051516676,14.669624328335525,0,unvegetated,0.078945314,"{""type"":""Point"",""coordinates"":[-121.7548758214322,36.805134712674864]}"
00000000000000000005,113,82.34732399845323,0.1462703399404726,7.525847195946766,1.8567816,115,83.52986140280126,0.156401564,7.620935572,-0.050769854,127,91.60637037099347,0.15882722473496394,7.916157702908049,0,unvegetated,0.2601769783971597,"{""type"":""Point"",""coordinates"":[-121.7548758214322,36.805134712674864]}"
00000000000000000007,106,63.681236998483314,0.085300489,6.751408711937693,1.857026,104,67.29581343507556,0.14882993722436152,6.590306801912969,-0.047519576,114,68.23828312948538,0.14728101044133948,6.650644512155558,0,unvegetated,0.35048466862274574,"{""type"":""Point"",""coordinates"":[-121.7548758214322,36.805134712674864]}"
00000000000000000003,113,23.43446539421297,-0.385394036,3.983556199057587,1.8569717,113,31.42106627878822,-0.32388663,4.907384484214196,-0.04555693,123,21.728298932805842,-0.261825155,3.8180431621788067,0,unvegetated,0.5754449628437807,"{""type"":""Point"",""coordinates"":[-121.75488028053324,36.805139171775906]}"
00000000000000000008,109,209.7859880972695,-0.091074832,12.046438591141383,1.8518082,113,201.29407957020857,-0.066549528,11.928960135417746,-0.05636031,127,192.39841859713334,-0.097865609,11.53452423345798,0,unvegetated,0.9065126671057592,"{""type"":""Point"",""coordinates"":[-121.75487136233114,36.805139171775906]}"
0000000000000000000b,167,17.519316939870283,0.039228149,3.4474480317294467,1.8760554,166,23.688138049429302,0.039573053,4.043398821,0.004795126,164,16.069597254515465,0.072209461,3.2722480602459942,0,unvegetated,0.020471728645473974,"{""type"":""Point"",""coordinates"":[-121.7527399120276,36.80970083215359]}"
