system:index,DEM,NDVI,Near-Infrared,Near-Infrared_contrast,Near-Infrared_corr,Near-Infrared_diss,OSAVI,Red,Red_contrast,Red_corr,Red_diss,label,random,.geo
00000000000000000358,-31.562239,-0.7253529,25,6.613660603502199,0.15499780974189997,2.1148023530662625,-0.724715584612583,157,9.935921211925134,0.08565347634528399,2.2787096565466385,0,0.3325287034757505,"{""type"":""Point"",""coordinates"":[-121.75742642723476,36.81077101640641]}"
00000000000000000359,-31.559565,-0.7423595,30,7.690783303836739,0.2653663321389505,2.2401396338944046,-0.7418555712203416,205,15.946998704511062,0.2849727260104799,3.5329346351223263,0,0.7085295558192165,"{""type"":""Point"",""coordinates"":[-121.75743088633584,36.810766557305364]}"
0000000000000000035a,-31.555561,-0.75299126,31,10.00147321473409,0.023628499056084704,2.252023085859456,-0.7525120221393757,220,104.4838853568759,0.2783836639541322,9.16226648640403,0,0.8742356193330315,"{""type"":""Point"",""coordinates"":[-121.75743088633584,36.810766557305364]}"
0000000000000000035b,-31.571423,-0.7642495,28,3.936263161824546,-0.10185243108477973,1.4863868869404695,-0.7637281022217932,207,17.433239980074234,0.31531299372126775,3.6580219135517344,0,0.6972901286309912,"{""type"":""Point"",""coordinates"":[-121.75742642723476,36.81076655730537]}"
0000000000000000035c,-31.558386,-0.7045837,32,7.775716042342835,0.2299830926673124,2.432605137990598,-0.7040576935643579,183,6.441169795727108,0.21560787455003577,2.0961857114998557,0,0.6600634701023618,"{""type"":""Point"",""coordinates"":[-121.75742196813374,36.81077101640641]}"
0000000000000000035d,-31.555416,-0.7068581,32,4.145298114725316,-0.007153273112332673,1.6518780091901135,-0.7063405155310484,186,74.15029262297932,0.3953150695224088,7.528425203951771,0,0.2735289014979484,"{""type"":""Point"",""coordinates"":[-121.75743534543686,36.81076655730537]}"
0000000000000000035e,-31.553812,-0.6976503,29,3.3318459915262517,0.20286135140435974,1.5239797152321253,-0.697071290973799,164,11.248806447211129,0.24983486337943167,2.8088187516227547,0,0.36446898346916956,"{""type"":""Point"",""coordinates"":[-121.75743534543686,36.81076655730537]}"
0000000000000000035f,-31.601248,-0.7463968,26,4.304677165003447,0.24471491182286423,1.772812096920045,-0.745815505756908,179,8.733565137177358,0.3042594112023798,2.451499296193664,0,0.1827894410713381,"{""type"":""Point"",""coordinates"":[-121.75744872274002,36.81113666269279]}"
00000000000000000360,-31.60011,-0.7389555,25,4.757074318498912,0.19469041753555658,1.801760127797425,-0.7383325677517623,165,7.463909071294003,0.3632054177073662,2.3108152971961404,0,0.0197938741459881,"{""type"":""Point"",""coordinates"":[-121.75744872274002,36.81113666269279]}"
00000000000000000361,-31.596981,-0.7496437,22,1.496957082110038,0.058444784048982595,0.9741163408555022,-0.7489730230967675,156,7.338829871109272,0.34639810572836743,2.3190184193930796,0,0.41897261485390414,"{""type"":""Point"",""coordinates"":[-121.75744872274002,36.81113666269279]}"
00000000000000000362,-31.606339,-0.74761105,23,5.4453683613467305,-0.14973436874650312,1.834024437013082,-0.7469623361476989,161,6.586306388435492,-0.22251212470430068,2.140150986968691,0,0.9169983695938416,"{""type"":""Point"",""coordinates"":[-121.75744872274002,36.81113666269279]}"
00000000000000000363,-31.605568,-0.78335786,22,6.017904784656906,0.0680120815873703,1.878091892631066,-0.7827434217201785,182,2.6727148471375317,0.0649667673563201,1.1729411446831763,0,0.7213095666382068,"{""type"":""Point"",""coordinates"":[-121.75743980453791,36.811136662692796]}"
00000000000000000364,-31.615166,-0.7252463,24,5.711674766427853,0.19584666423670072,1.8434967908295006,-0.7245944988676555,153,7.072359378309676,0.2401815480606821,1.76962448786847,0,0.0630632994218926,"{""type"":""Point"",""coordinates"":[-121.75743534543686,36.81114112179385]}"
00000000000000000365,-31.590414,-0.74199116,29,10.827832358782041,0.18774625613194554,2.738964416838713,-0.741458393295891,194,20.678042643077788,0.3137071714134297,3.762963994926767,0,0.4839550662347948,"{""type"":""Point"",""coordinates"":[-121.75746210004317,36.81112774449069]}"
00000000000000000366,-31.60312,-0.75924206,23,5.86637703461832,0.09979190837560176,1.9651189908132634,-0.758618251011004,171,2.0974913542104923,0.08362496245960577,1.2678432205338772,0,0.20415192628577172,"{""type"":""Point"",""coordinates"":[-121.75744426363896,36.811136662692796]}"
00000000000000000367,-31.602272,-0.78818905,20,2.3401903136244755,-0.07044620430158635,1.1232542756454116,-0.7875235299668661,169,7.149853772070213,0.05455012354293269,2.068232063421131,0,0.9732256033504526,"{""type"":""Point"",""coordinates"":[-121.75744426363896,36.811136662692796]}"
00000000000000000368,-31.60236,-0.7181445,32,1.5818166491697478,0.08130292901186251,1.0181470260029712,-0.7176462288654042,198,10.729249755693269,0.19516224342519922,2.808164679376362,0,0.8904369437628753,"{""type"":""Point"",""coordinates"":[-121.75745764094212,36.8111277444907]}"
00000000000000000369,-31.602137,-0.79277456,23,10.671198616707501,0.047103267968040353,2.536921134211596,-0.7921946486997241,196,6.422769866223783,-0.15317230468855614,1.9616048431120512,0,0.9763260410933543,"{""type"":""Point"",""coordinates"":[-121.75746210004317,36.81113220359175]}"
0000000000000000036a,-31.588017,-0.77000874,23,5.525224390920614,0.16624830370844582,1.8621367654211798,-0.7693804212072061,173,2.0572142882900586,-0.008098969173157451,1.1793741471797101,0,0.4815681207001341,"{""type"":""Point"",""coordinates"":[-121.75746655914422,36.81112774449069]}"
0000000000000000036b,-31.570597,-0.72985756,36,9.350464571863018,0.27998607036019785,2.6576026121941583,-0.7294236146334699,233,9.34974631633624,0.22108142620325166,2.5719290619751054,0,0.8168279669723444,"{""type"":""Point"",""coordinates"":[-121.75492041244276,36.812438720200404]}"
0000000000000000036c,-31.549398,-0.7065181,44,7.162685225184672,0.3168551640597407,2.259592090945183,-0.7061400457350534,255,0.11241640319667567,0.6294184346696341,0.11241640319667567,0,0.5897375499629165,"{""type"":""Point"",""coordinates"":[-121.75489811693743,36.812443179301454]}"
0000000000000000036d,-31.565392,-0.70960367,42,1.8288148968555316,0.26549976550383775,1.107020399919198,-0.7092102669632964,247,5.6384397830487885,0.025466552967718388,1.8414316780541706,0,0.1577260540715255,"{""type"":""Point"",""coordinates"":[-121.75492933064486,36.812438720200404]}"
0000000000000000036e,-31.553648,-0.65712327,53,8.128317715338925,0.20983857472351752,2.3782568758575047,-0.6567818397481764,255,0.05730868572112684,0.9364729586763321,0.028115647903748594,0,0.35389718203252996,"{""type"":""Point"",""coordinates"":[-121.75492933064486,36.812438720200404]}"
0000000000000000036f,-31.56614,-0.7491472,34,13.967917795239298,0.17289146499957825,3.0570418445894942,-0.7487087791635436,239,53.824863740269734,0.2269440264404563,6.33840170108937,0,0.251052268236846,"{""type"":""Point"",""coordinates"":[-121.75492933064486,36.812438720200404]}"
00000000000000000370,-31.545973,-0.66252905,52,4.803251529143295,0.14814149608972937,1.8542421275350223,-0.6621836982920788,255,0.05261325720930188,0.8265599800445419,0.05261325720930188,0,0.044043358741983396,"{""type"":""Point"",""coordinates"":[-121.75492487154378,36.812438720200404]}"
00000000000000000371,-31.55981,-0.7458914,30,5.435939140335447,0.1222696777378212,1.9193428694490746,-0.7453796148658922,203,11.717271066238908,0.30300040266304934,2.8779018271149135,0,0.39206339278536007,"{""type"":""Point"",""coordinates"":[-121.75492487154378,36.812438720200404]}"
00000000000000000372,-31.546045,-0.67813,49,22.491674317967174,0.2792388093124952,3.9688122379340545,-0.6777725936558112,255,0.9670053051051909,-0.2583779590133745,0.7861157979889792,0,0.06477229816574281,"{""type"":""Point"",""coordinates"":[-121.75491595334165,36.812443179301454]}"
00000000000000000373,-31.558495,-0.6756879,49,3.9414329343459156,0.2844908647812011,1.724808660404984,-0.6753315136887668,254,0.5001104041661719,-0.12135271910000077,0.5001104041661719,0,0.04952817688742739,"{""type"":""Point"",""coordinates"":[-121.7549114942406,36.812438720200404]}"
00000000000000000374,-31.556566,-0.7536056,34,23.513752897585277,0.3055110660578417,3.9462019242093795,-0.7531692534057568,242,22.19910294389891,0.2333846904988942,3.6528222066016696,0,0.5461085067238354,"{""type"":""Point"",""coordinates"":[-121.7549114942406,36.812438720200404]}"
00000000000000000375,-31.550882,-0.62201715,59,2.3650915254812244,-0.15286550397371734,1.1575384994260762,-0.6217007698351716,255,0.04670075292496989,0.8248733426949958,0.04670075292496989,0,0.9902589602158655,"{""type"":""Point"",""coordinates"":[-121.75493824884693,36.812438720200404]}"
00000000000000000376,-31.550837,-0.6380033,56,3.8631989789906784,0.057749464543578266,1.582033692812291,-0.637675598871603,255,0.013994713366849348,0.9428358238700286,0.013994713366849348,0,0.7592609384421986,"{""type"":""Point"",""coordinates"":[-121.75490703513955,36.812438720200404]}"
00000000000000000377,-31.553787,-0.6552313,53,6.171282769328579,0.22734992501936885,2.152559485632242,-0.6548910129358566,255,0.26463952018684694,-0.1319091888687471,0.26463952018684694,0,0.19005444356025603,"{""type"":""Point"",""coordinates"":[-121.75490703513955,36.812438720200404]}"
00000000000000000378,-31.546196,-0.7517394,35,27.317126642610347,0.15723170572677597,4.383567835206105,-0.751317038738769,249,21.74425012780373,0.2883403804693118,3.966545548662484,0,0.6721428973423162,"{""type"":""Point"",""coordinates"":[-121.75490703513955,36.812438720200404]}"
00000000000000000379,-31.550972,-0.7229631,41,4.5013009023689765,-0.42872800039967907,1.735120860832411,-0.722572501731397,255,0.10195359025407005,0.641910399213633,0.10195359025407005,0,0.7533778544509827,"{""type"":""Point"",""coordinates"":[-121.75489811693743,36.812438720200404]}"
0000000000000000037a,-31.543112,-0.6140484,61,2.799602967381019,-0.04301965668456838,1.2451768441709847,-0.6137376730019556,255,0.0048869155576668506,0.9782121407618138,0.0048869155576668506,0,0.9603649132136283,"{""type"":""Point"",""coordinates"":[-121.75491595334168,36.812438720200404]}"
0000000000000000037b,-31.561567,-0.77383244,29,22.841123476255717,0.11625028010871734,3.94841344796001,-0.7733491663630236,227,14.430960371742003,0.0839428602474733,3.0021892700396107,0,0.5029848604131142,"{""type"":""Point"",""coordinates"":[-121.75493378974588,36.812438720200404]}"
0000000000000000037c,-31.548216,-0.6625345,35,6.624112700415586,-0.06409137419839839,2.122529868737022,-0.6620203070756266,171,4.248283045788224,-0.12704092155236638,1.5763695944167062,0,0.8433989078154067,"{""type"":""Point"",""coordinates"":[-121.7564810978114,36.81089587123591]}"
0000000000000000037d,-31.544176,-0.704811,28,3.0536067907823963,0.2471843121284325,1.4863549384654107,-0.7042269939648226,164,7.463083166892254,0.18495545934316363,2.1746061064554696,0,0.12222075391405385,"{""type"":""Point"",""coordinates"":[-121.7564810978114,36.81089587123591]}"
0000000000000000037e,-31.539684,-0.6583188,31,0.8586512928931958,-0.015279921434560723,0.6555855362225461,-0.6577371072633688,150,2.6230552456964333,-0.035801285107353656,1.0232769539420963,0,0.30695942670321597,"{""type"":""Point"",""coordinates"":[-121.7564810978114,36.81089587123591]}"
0000000000000000037f,-31.54314,-0.6978872,27,0.9388814119697145,0.10516388127015766,0.6643748139101167,-0.697261041981049,151,2.4888515643050155,0.08619201984973329,1.2819057689042492,0,0.27116021816737057,"{""type"":""Point"",""coordinates"":[-121.7564810978114,36.81089587123591]}"
00000000000000000380,-31.54698,-0.70805067,27,0.8929492211864403,-0.17872470296827225,0.7371636196848437,-0.7074367565401192,157,3.9195780245344793,0.19305176256828221,1.5213457857578554,0,0.9035000197168372,"{""type"":""Point"",""coordinates"":[-121.7564810978114,36.81089587123591]}"
00000000000000000381,-31.543503,-0.68264866,27,4.523292878457819,0.2170613055563515,1.8290791795556736,-0.6820098652470216,144,1.8008566221198072,-0.021079937484669187,0.9387356850982655,0,0.6173264270722186,"{""type"":""Point"",""coordinates"":[-121.75649893421563,36.81090033033697]}"
00000000000000000382,-31.54235,-0.69540703,28,4.453059620966122,0.3076977963958498,1.678647762646441,-0.6947914260178074,153,7.9913838670996356,0.24902897854563608,2.340445469536034,0,0.24039593109473534,"{""type"":""Point"",""coordinates"":[-121.75649893421563,36.81090033033697]}"
00000000000000000383,-31.54097,-0.7178017,22,5.0779546811752,0.30165424205500607,1.870267658704433,-0.7170701232827561,135,8.52786658862902,0.19931784060025828,2.519427161556618,0,0.8076526040946668,"{""type"":""Point"",""coordinates"":[-121.75649893421563,36.81090033033697]}"
00000000000000000384,-31.550175,-0.67250705,28,5.596050139193306,0.08521499373676959,1.9159720716997883,-0.671873881678665,142,17.462674272398104,0.3380699387502882,3.670319433715749,0,0.507968724839374,"{""type"":""Point"",""coordinates"":[-121.75648555691245,36.81089587123591]}"
00000000000000000385,-31.545366,-0.672382,27,1.06827604300767,-0.16833462147183462,0.7985254894420055,-0.6717354009584421,139,5.580146183484422,0.06031332230030098,1.7935972345029758,0,0.31468034400075684,"{""type"":""Point"",""coordinates"":[-121.75648555691245,36.81089587123591]}"
00000000000000000386,-31.54663,-0.68580484,29,1.3493660971588106,0.03540762607300118,0.804570307923279,-0.685210924319138,156,1.2774292362718955,-0.08075406874753177,0.8803330035990071,0,0.5758488579113867,"{""type"":""Point"",""coordinates"":[-121.75648555691245,36.81089587123591]}"
00000000000000000387,-31.54851,-0.71020913,26,4.440702841249284,-0.0300904658353824,1.701770237514758,-0.7095865489609562,156,2.2279110718008437,0.062472939427688036,1.3134464911406638,0,0.2747610131420358,"{""type"":""Point"",""coordinates"":[-121.75647663871035,36.81089587123591]}"
00000000000000000388,-31.54294,-0.7225183,28,16.181106202653098,0.12395792536349753,3.205458277567038,-0.7219414060757151,173,15.557962436803708,0.22764365253393273,3.1614759936435823,0,0.18185205964997297,"{""type"":""Point"",""coordinates"":[-121.75647663871035,36.81089587123591]}"
00000000000000000389,-31.544535,-0.67436737,29,2.058450445096019,0.29874845986321497,1.2062418048597352,-0.6737594019968693,148,4.546189714373026,0.3777023779798163,1.7583635130937794,0,0.14436124442746923,"{""type"":""Point"",""coordinates"":[-121.75649447511458,36.81090033033697]}"
0000000000000000038a,-31.55303,-0.6672808,30,6.5923981343387,0.1944402501401941,2.1472711041768124,-0.666683085153394,149,10.474464871446331,0.2359097607711581,2.7503119301628915,0,0.881350932232699,"{""type"":""Point"",""coordinates"":[-121.75649447511458,36.81090033033697]}"
