GrndTruth,Classified,RASTERVALU,Latitude,Longitude
0,0.000000000000000,0,4074784.727409999817610,610725.390338000026532
1,1.000000000000000,1,4074785.237129999790341,610764.808716000057757
0,0.000000000000000,0,4074783.707959999796003,610835.688168999971822
0,0.000000000000000,0,4074791.764380000066012,610947.727545000030659
0,0.000000000000000,0,4074782.985859999898821,610950.672596000018530
0,0.000000000000000,0,4074785.194649999961257,610983.917693000053987
0,0.000000000000000,0,4074785.973389999940991,611016.100872999988496
0,0.000000000000000,0,4074788.083060000091791,611049.643307000049390
0,0.000000000000000,0,4074791.566149999853224,611068.318896000040695
0,0.000000000000000,0,4074784.359269999898970,611085.083034000010230
0,0.000000000000000,0,4074790.362650000024587,611116.544110000017099
0,0.000000000000000,0,4074786.313200000207871,611122.915614999947138
0,0.000000000000000,0,4074782.787640000227839,611141.860223000054248
0,0.000000000000000,0,4074792.047559999860823,611166.652456999989226
0,0.000000000000000,0,4074788.989229999948293,611185.781131000025198
0,0.000000000000000,0,4074772.890569999814034,610652.825976000051014
0,0.000000000000000,0,4074772.352529999800026,610675.480215999996290
0,0.000000000000000,0,4074779.332859999965876,610705.270540999947116
0,0.000000000000000,0,4074777.633799999952316,610721.822294999961741
0,0.000000000000000,0,4074773.343650000169873,610735.428997999988496
0,0.000000000000000,0,4074774.249820000026375,610755.973561999970116
0,0.000000000000000,0,4074772.409159999806434,610774.167749000014737
0,0.000000000000000,0,4074768.189809999894351,610788.977958000032231
0,0.000000000000000,0,4074769.945509999990463,610816.446223999955691
0,0.000000000000000,0,4074782.037210000213236,610848.445337999961339
0,0.000000000000000,0,4074775.708190000150353,610874.441079000011086
0,0.000000000000000,0,4074771.885280000045896,610888.302642000024207
0,0.000000000000000,0,4074769.124299999792129,610899.516489999950863
1,0.000000000000000,0,4074781.145200000144541,610929.094432999962009
0,0.000000000000000,0,4074779.191279999911785,610936.811033000005409
0,0.000000000000000,0,4074774.150710000190884,610961.093546999967657
0,0.000000000000000,0,4074768.444670000113547,610964.265140000032261
0,0.000000000000000,0,4074781.400059999898076,610997.609350000042468
0,0.000000000000000,0,4074778.936420000158250,611006.982541000004858
0,0.000000000000000,0,4074776.897530000191182,611026.422710999962874
0,0.000000000000000,0,4074775.113510000053793,611047.972557000000961
0,0.000000000000000,0,4074772.621549999807030,611051.073356000008062
0,0.000000000000000,0,4074769.945509999990463,611067.087072000023909
0,0.000000000000000,0,4074768.189809999894351,611082.520273000001907
0,0.000000000000000,0,4074780.380619999952614,611113.740647000027820
0,0.000000000000000,0,4074777.209030000027269,611132.855162000050768
0,0.000000000000000,0,4074774.278140000067651,611143.927421999978833
1,0.000000000000000,0,4074770.894160000141710,611159.346463999943808
1,1.000000000000000,1,4074779.431979999877512,611173.377933999989182
0,0.000000000000000,0,4074781.994739999994636,611188.910247999941930
0,0.000000000000000,0,4074774.037440000101924,611196.994978999951854
0,0.000000000000000,0,4074759.128109999932349,610629.534585000015795
0,0.000000000000000,0,4074758.165310000069439,610641.909464000025764
0,0.000000000000000,0,4074759.496249999850988,610663.898235999979079
0,0.000000000000000,0,4074757.075069999787956,610678.057136000017636
0,0.000000000000000,0,4074754.710539999883622,610697.086696999962442
0,0.000000000000000,0,4074766.759759999811649,610727.202676999964751
0,0.000000000000000,0,4074764.706720000132918,610740.228864999953657
0,0.000000000000000,0,4074760.105080000124872,610758.083238000050187
0,0.000000000000000,0,4074765.924389999825507,610776.829621999990195
0,0.000000000000000,0,4074763.970459999982268,610796.482175000011921
1,0.000000000000000,0,4074762.214749999810010,610808.687146999989636
0,0.000000000000000,0,4074767.000459999777377,610848.926741000032052
0,0.000000000000000,0,4074763.234199999831617,610867.149244999978691
0,0.000000000000000,0,4074761.096200000029057,610880.571881999960169
0,0.000000000000000,0,4074759.439609999768436,610900.210276999976486
0,0.000000000000000,0,4074757.443210000172257,610913.392211999977008
1,0.000000000000000,0,4074755.503440000116825,610934.304908000049181
0,0.000000000000000,0,4074767.085419999901205,610959.946676000021398
0,0.000000000000000,0,4074760.246669999789447,610975.705531000043266
0,0.000000000000000,0,4074757.188349999953061,610986.607884000055492
0,0.000000000000000,0,4074767.991590000223368,611019.130878000054508
0,0.000000000000000,0,4074766.051820000167936,611022.387424999964423
0,0.000000000000000,0,4074764.267800000030547,611047.434519000002183
0,0.000000000000000,0,4074761.775830000173301,611050.875130999949761
0,0.000000000000000,0,4074757.329930000007153,611078.895595000009052
0,1.000000000000000,1,4074755.602549999952316,611092.884588000015356
0,0.000000000000000,0,4074755.560070000123233,611080.184053999953903
0,0.000000000000000,0,4074766.589850000105798,611115.255649999948218
0,0.000000000000000,0,4074760.133400000166148,611127.177444000029936
0,0.000000000000000,0,4074754.314089999999851,611150.695376000017859
0,0.000000000000000,0,4074765.542100000195205,611171.211622999981046
0,0.000000000000000,0,4074762.143960000015795,611184.053745000041090
0,0.000000000000000,0,4074739.079109999816865,610577.953713000053540
0,0.000000000000000,0,4074750.094740000087768,610608.423665000009350
0,0.000000000000000,0,4074748.466459999792278,610629.109817999997176
0,0.000000000000000,0,4074743.609960000030696,610631.346923999954015
0,0.000000000000000,0,4074743.029449999798089,610630.044305999996141
0,0.000000000000000,0,4074746.923140000086278,610665.073423999943770
0,0.000000000000000,0,4074742.448929999954998,610684.088826999999583
0,0.000000000000000,0,4074740.806499999947846,610700.371562000014819
0,0.000000000000000,0,4074753.195540000218898,610727.613285999977961
0,0.000000000000000,0,4074751.949550000019372,610733.913995999959297
0,0.000000000000000,0,4074749.089449999853969,610754.260334999999031
0,0.000000000000000,0,4074740.764020000118762,610762.755675000022165
0,0.000000000000000,0,4074753.393759999889880,610790.223940999945626
0,0.000000000000000,0,4074751.369039999786764,610807.554435000056401
0,0.000000000000000,0,4074747.772679999936372,610821.685016999952495
0,0.000000000000000,0,4074751.425669999793172,610863.298024000017904
0,0.000000000000000,0,4074747.135530000086874,610881.095761999953538
0,0.000000000000000,0,4074747.220480000134557,610892.168020999990404
0,0.000000000000000,0,4074745.337350000161678,610913.533800999983214
0,0.000000000000000,0,4074743.199349999893457,610927.466158999945037
0,0.000000000000000,0,4074745.408139999955893,610957.567980000050738
0,0.000000000000000,0,4074743.057760000228882,610972.845434000017121
0,0.000000000000000,0,4074750.689410000108182,610999.195146000012755
0,0.000000000000000,0,4074748.183279999997467,611013.977038000011817
0,0.000000000000000,0,4074746.328470000065863,611031.661503999959677
0,0.000000000000000,0,4074744.247109999880195,611049.459241000004113
0,0.000000000000000,0,4074742.505570000037551,611056.666121999965981
0,0.000000000000000,0,4074739.914489999879152,611072.410817999974824
0,0.000000000000000,0,4074751.114180000033230,611096.721649999963120
0,0.000000000000000,0,4074742.647150000091642,611112.183167999959551
0,0.000000000000000,0,4074751.100019999779761,611142.922140000038780
0,0.000000000000000,0,4074747.914270000066608,611156.288141999975778
1,1.000000000000000,1,4074747.390389999840409,611160.323427999974228
1,1.000000000000000,1,4074743.312619999982417,611177.101724999956787
0,0.000000000000000,0,4074739.942799999844283,611189.122631000005640
0,0.000000000000000,0,4074725.245870000217110,610581.281054000020958
0,0.000000000000000,0,4074737.295090000145137,610609.981143999961205
0,0.000000000000000,0,4074730.739519999828190,610620.940133000025526
0,0.000000000000000,0,4074725.288339999970049,610639.431655999971554
0,0.000000000000000,0,4074728.049329999834299,610658.928461999981664
0,0.000000000000000,0,4074738.059669999871403,610688.803741000010632
0,0.000000000000000,0,4074735.369479999877512,610706.020963000017218
0,0.000000000000000,0,4074732.764239999931306,610727.627443999983370
1,0.000000000000000,0,4074731.305879999883473,610739.506762000033632
0,0.000000000000000,0,4074728.346669999882579,610755.435523999971338
0,0.000000000000000,0,4074734.137660000007600,610775.399573000031523
0,0.000000000000000,0,4074729.918300000019372,610798.889188000001013
1,1.000000000000000,1,4074728.587369999848306,610793.919414000003599
0,0.000000000000000,0,4074729.323629999998957,610808.757941000047140
0,0.000000000000000,0,4074726.633440000005066,610830.024608999956399
0,0.000000000000000,0,4074737.677379999775440,610875.630425999988802
0,0.000000000000000,0,4074736.204859999939799,610926.220176000031643
0,0.000000000000000,0,4074727.129000000189990,610941.497628999990411
0,0.000000000000000,0,4074737.974719999823719,610971.981740999966860
0,0.000000000000000,0,4074736.360599999781698,610987.783073000027798
0,0.000000000000000,0,4074732.112929999828339,611006.019735999987461
0,0.000000000000000,0,4074738.824250000063330,611024.978502999991179
0,0.000000000000000,0,4074733.882799999788404,611044.206290000001900
0,0.000000000000000,0,4074725.798059999942780,611063.023467999999411
0,0.000000000000000,0,4074725.160910000093281,611073.897502999985591
0,0.000000000000000,0,4074737.818969999905676,611096.098658000002615
0,0.000000000000000,0,4074734.420830000191927,611109.804472999996506
0,0.000000000000000,0,4074729.266989999916404,611134.271051999996416
0,0.000000000000000,0,4074738.187100000213832,611151.856405999977142
0,0.000000000000000,0,4074736.643780000042170,611171.367369999992661
0,0.000000000000000,0,4074732.934150000102818,611181.689208999974653
0,0.000000000000000,0,4074717.628380000125617,610572.856508999946527
0,0.000000000000000,0,4074714.329349999781698,610592.565697000012733
0,0.000000000000000,0,4074711.610849999822676,610609.584694999968633
0,0.000000000000000,0,4074722.456559999845922,610634.575153999961913
0,0.000000000000000,0,4074717.628380000125617,610658.333788000047207
0,0.000000000000000,0,4074711.355990000069141,610671.275021999957971
1,1.000000000000000,1,4074720.417679999954998,610712.335832000011578
0,0.000000000000000,0,4074722.258340000174940,610728.986699000000954
0,0.000000000000000,0,4074718.053150000050664,610750.338319999980740
0,0.000000000000000,0,4074721.663670000154525,610783.852436000015587
0,0.000000000000000,0,4074712.842670000158250,610802.117417000001296
0,0.000000000000000,0,4074720.219459999818355,610831.001572999986820
0,0.000000000000000,0,4074717.939869999885559,610832.955502000055276
0,0.000000000000000,0,4074713.947060000151396,610849.252394999959506
0,0.000000000000000,0,4074711.639159999787807,610881.237350999959745
0,0.000000000000000,0,4074718.831890000030398,610957.497185999993235
1,1.000000000000000,1,4074711.724119999911636,610966.502245999989100
0,0.000000000000000,0,4074724.410490000154823,610995.896122999954969
0,0.000000000000000,0,4074715.900989999994636,611018.890175999957137
0,0.000000000000000,0,4074712.290469999890774,611034.719827000051737
1,0.000000000000000,0,4074724.424649999942631,611073.090445999987423
0,0.000000000000000,0,4074724.467129999771714,611100.771094999974594
0,0.000000000000000,0,4074722.923810000065714,611126.611088000005111
0,0.000000000000000,0,4074717.274410000070930,611151.530752000049688
0,0.000000000000000,0,4074713.791319999843836,611152.989118000026792
0,0.000000000000000,0,4074718.492070000153035,611181.476825000019744
0,0.000000000000000,0,4074701.827049999963492,610574.399829000001773
0,0.000000000000000,0,4074695.597130000125617,610592.565697000012733
1,0.000000000000000,0,4074709.147200000006706,610622.936538000009023
0,0.000000000000000,0,4074706.556119999848306,610615.418162000016309
0,0.000000000000000,0,4074702.138540000189096,610640.621003999956883
0,0.000000000000000,0,4074697.154610000085086,610657.894862000015564
0,0.000000000000000,0,4074708.382619999814779,610685.292332999990322
0,0.000000000000000,0,4074705.522520000115037,610689.313460999983363
