GrndTruth,RASTERVALU,Classified,Latitude,Longitude
1,1,1.000000000000000,4074784.473999999929219,610727.182656000019051
2,0,0.000000000000000,4074783.085419999901205,610718.865061999997124
1,1,1.000000000000000,4074787.167839999776334,610741.290629000053741
0,0,0.000000000000000,4074786.334689999930561,610731.140109000029042
0,0,0.000000000000000,4074786.848470000084490,610922.889120999956504
0,0,0.000000000000000,4074785.001660000067204,610951.368896999978460
0,0,0.000000000000000,4074788.889680000022054,610990.582396000041626
0,0,0.000000000000000,4074785.154399999883026,611014.021626999950968
0,0,0.000000000000000,4074784.904459999874234,611050.971739999949932
0,0,0.000000000000000,4074785.820919999852777,611078.979398999945261
2,1,1.000000000000000,4074784.487879999913275,611079.354316000011750
0,0,0.000000000000000,4074788.181510000023991,611111.347198999952525
0,0,0.000000000000000,4074792.458329999819398,611136.244438000023365
0,0,0.000000000000000,4074788.167619999963790,611154.226549000013620
0,0,0.000000000000000,4074795.138290000148118,611170.708993999985978
0,0,0.000000000000000,4074790.444889999926090,611183.039584000012837
0,0,0.000000000000000,4074771.879579999949783,610662.905288000009023
0,0,0.000000000000000,4074770.060539999976754,610688.524589000036940
2,0,0.000000000000000,4074776.517430000007153,610722.614228000049479
0,0,0.000000000000000,4074774.642849999945611,610729.668213999946602
0,0,0.000000000000000,4074771.532430000137538,610744.220532999956049
0,0,0.000000000000000,4074781.085859999991953,610773.241855000029318
2,1,1.000000000000000,4074775.698170000221580,610774.991464999970049
0,0,0.000000000000000,4074775.281599999871105,610789.502126000006683
0,0,0.000000000000000,4074770.518769999966025,610835.255836999975145
0,0,0.000000000000000,4074772.893240000121295,610869.553762999945320
0,0,0.000000000000000,4074775.920340000186116,610891.035095999948680
0,0,0.000000000000000,4074781.585750000085682,610914.141066999989562
0,0,0.000000000000000,4074777.544979999773204,610925.013648999971338
2,0,0.000000000000000,4074782.557760000228882,610951.382783000008203
0,0,0.000000000000000,4074781.530209999997169,610972.405884000007063
0,0,0.000000000000000,4074771.643519999925047,610975.363558999961242
0,0,0.000000000000000,4074774.781709999777377,610994.886993999942206
2,0,0.000000000000000,4074782.155069999862462,611015.326892000040971
0,0,0.000000000000000,4074779.502880000043660,611016.160039999987930
0,0,0.000000000000000,4074770.921459999866784,611033.919977999990806
0,0,0.000000000000000,4074778.419790000189096,611063.871648999978788
0,0,0.000000000000000,4074773.448669999837875,611070.092487000045367
0,0,0.000000000000000,4074781.058089999947697,611110.763995000044815
0,0,0.000000000000000,4074773.990220000036061,611117.679124000016600
2,0,0.000000000000000,4074772.240610000211746,611121.414404000039212
1,1,1.000000000000000,4074779.836139999795705,611144.159344000043347
0,0,0.000000000000000,4074778.461449999827892,611147.339191999984905
0,0,0.000000000000000,4074779.211279999930412,611170.264648000011221
0,0,0.000000000000000,4074754.952790000010282,610595.100926000042818
1,1,1.000000000000000,4074760.743170000147074,610611.055710999993607
0,0,0.000000000000000,4074763.798039999790490,610628.857305999961682
0,0,0.000000000000000,4074756.077539999969304,610668.001376000000164
0,0,0.000000000000000,4074761.145849999971688,610676.568914999952540
0,0,0.000000000000000,4074764.881130000110716,610702.826962999999523
0,0,0.000000000000000,4074758.701950000133365,610714.810408000019379
0,0,0.000000000000000,4074754.744500000029802,610736.319511999958195
0,0,0.000000000000000,4074763.450900000054389,610747.691983000026084
0,0,0.000000000000000,4074765.464339999947697,610775.088666000054218
0,0,0.000000000000000,4074756.869030000176281,610787.669201000011526
1,1,1.000000000000000,4074757.202289999928325,610810.344711999990977
0,0,0.000000000000000,4074754.758390000090003,610802.693636000039987
0,0,0.000000000000000,4074763.409239999949932,610857.181515999953263
0,0,0.000000000000000,4074758.188180000055581,610878.079645000048913
0,0,0.000000000000000,4074763.159289999864995,610905.184725999948569
0,0,0.000000000000000,4074767.727719999849796,610919.750929999980144
0,0,0.000000000000000,4074755.883140000049025,610915.862905999994837
0,0,0.000000000000000,4074754.952790000010282,610945.745147999958135
1,1,1.000000000000000,4074755.605419999919832,610967.240365999983624
1,1,1.000000000000000,4074759.937789999879897,610969.864782999968156
0,0,0.000000000000000,4074763.798039999790490,610984.778132000006735
0,0,0.000000000000000,4074761.645740000065416,611025.130266999942251
0,0,0.000000000000000,4074760.118300000205636,611040.126931000035256
0,0,0.000000000000000,4074763.395349999889731,611041.793227000045590
1,1,1.000000000000000,4074758.035430000163615,611045.292448000051081
0,0,0.000000000000000,4074765.630969999823719,611071.092264999984764
0,0,0.000000000000000,4074763.700840000063181,611110.888966999948025
0,0,0.000000000000000,4074765.714279999956489,611139.313199999975041
0,0,0.000000000000000,4074761.687400000169873,611130.745661000022665
0,0,0.000000000000000,4074759.382360000163317,611155.031925000017509
1,1,1.000000000000000,4074762.117860000114888,611169.931389000033960
2,0,0.000000000000000,4074759.118530000094324,611195.467375000007451
2,0,0.000000000000000,4074758.993549999780953,611193.023474000045098
0,0,0.000000000000000,4074755.647080000024289,611189.663110999972560
0,0,0.000000000000000,4074748.773610000032932,610600.502502999966964
0,0,0.000000000000000,4074740.830930000171065,610622.580925000016578
1,1,1.000000000000000,4074740.497669999953359,610633.425734000047669
0,0,0.000000000000000,4074748.093200000002980,610665.793534000054933
0,0,0.000000000000000,4074750.287159999832511,610694.842627999954857
0,0,0.000000000000000,4074746.579650000203401,610706.020696999970824
0,0,0.000000000000000,4074752.022880000062287,610737.458147999946959
0,0,0.000000000000000,4074748.884690000209957,610747.941926999948919
2,1,1.000000000000000,4074745.329930000007153,610759.092224000021815
0,0,0.000000000000000,4074751.425789999775589,610778.587887999950908
0,0,0.000000000000000,4074748.731949999928474,610786.780509999953210
0,0,0.000000000000000,4074745.177180000115186,610803.276839999947697
0,0,0.000000000000000,4074741.719620000105351,610837.060991000034846
0,0,0.000000000000000,4074744.774499999824911,610876.663292999961413
0,0,0.000000000000000,4074741.330819999799132,610895.853468999965116
0,0,0.000000000000000,4074751.009219999890774,610918.737267000018619
1,1,1.000000000000000,4074747.829369999933988,610930.151395000051707
0,0,0.000000000000000,4074751.370250000152737,610953.646167999948375
0,0,0.000000000000000,4074746.787940000183880,610974.224923999980092
0,0,0.000000000000000,4074746.496329999994487,611001.816008000052534
2,1,1.000000000000000,4074742.705510000232607,611017.812449999968521
2,0,0.000000000000000,4074741.983450000174344,611018.756684000021778
0,0,0.000000000000000,4074740.331040000077337,611025.949528999975882
2,0,0.000000000000000,4074748.468119999859482,611044.945303000044078
0,0,0.000000000000000,4074750.273269999772310,611075.202460999949835
1,1,1.000000000000000,4074750.398240000009537,611109.889190000016242
2,1,1.000000000000000,4074741.552990000229329,611110.014162000035867
0,0,0.000000000000000,4074750.078869999852031,611132.162012999993749
0,1,1.000000000000000,4074747.273940000217408,611125.843973999959417
0,0,0.000000000000000,4074752.786600000225008,611155.143012000015005
2,0,0.000000000000000,4074750.384360000025481,611179.248760999995284
0,0,0.000000000000000,4074746.246389999985695,611182.859068999998271
0,0,0.000000000000000,4074726.139750000089407,610575.035945000010543
2,1,1.000000000000000,4074731.055319999810308,610600.405301999999210
2,0,0.000000000000000,4074728.153189999982715,610621.289544999948703
1,1,1.000000000000000,4074735.637639999855310,610631.995497000054456
0,0,0.000000000000000,4074729.680629999842495,610646.242328000022098
2,0,0.000000000000000,4074729.638970000203699,610673.555695999995805
0,0,0.000000000000000,4074729.236279999837279,610674.319415000034496
0,0,0.000000000000000,4074733.651970000006258,610711.797189999953844
0,0,0.000000000000000,4074728.125419999938458,610725.599674999946728
0,0,0.000000000000000,4074735.804270000196993,610746.581118999980390
0,0,0.000000000000000,4074738.178739999886602,610772.880823999992572
0,0,0.000000000000000,4074738.081540000159293,610800.263620999990962
0,0,0.000000000000000,4074734.526769999880344,610806.331715999986045
0,0,0.000000000000000,4074731.596870000008494,610823.966681999969296
2,1,1.000000000000000,4074737.651080000214279,610835.686297000036575
0,0,0.000000000000000,4074733.443680000025779,610842.240394999971613
0,0,0.000000000000000,4074736.318039999809116,610921.125624999986030
0,0,0.000000000000000,4074732.305050000082701,610954.826461000018753
0,0,0.000000000000000,4074727.250620000064373,610961.241701000020839
0,0,0.000000000000000,4074736.456900000106543,610987.513633999973536
0,0,0.000000000000000,4074732.707729999907315,610984.306014999980107
0,0,0.000000000000000,4074736.831819999963045,611020.367437000037171
0,0,0.000000000000000,4074738.928569999989122,611041.515510999946855
0,0,0.000000000000000,4074731.569099999964237,611061.108373999944888
2,0,0.000000000000000,4074737.442789999768138,611088.713345000054687
2,0,0.000000000000000,4074730.944240000098944,611106.737113000010140
0,0,0.000000000000000,4074726.306379999965429,611101.779882999951951
0,0,0.000000000000000,4074727.847699999809265,611136.063923000008799
2,0,0.000000000000000,4074734.304599999915808,611163.044032000005245
0,0,0.000000000000000,4074735.915349999908358,611192.717987000010908
0,0,0.000000000000000,4074730.166629999876022,611183.247870999970473
0,0,0.000000000000000,4074714.558989999815822,610577.104930000030436
0,0,0.000000000000000,4074720.863150000106543,610608.722896000021137
2,1,1.000000000000000,4074716.197519999928772,610622.247665000031702
0,0,0.000000000000000,4074713.239839999936521,610623.802875000052154
1,1,1.000000000000000,4074721.446349999867380,610631.190121000050567
2,1,1.000000000000000,4074712.142870000097901,610684.372734999982640
0,0,0.000000000000000,4074723.140420000068843,610722.739199999952689
0,0,0.000000000000000,4074722.807159999851137,610758.064675000030547
2,0,0.000000000000000,4074712.295609999913722,610779.684865999966860
1,1,1.000000000000000,4074720.182740000076592,610787.377598999999464
0,0,0.000000000000000,4074717.280609999783337,610794.792616000049748
0,0,0.000000000000000,4074725.556549999862909,610807.748067999957129
0,0,0.000000000000000,4074722.418360000010580,610817.037667999975383
0,0,0.000000000000000,4074716.614089999813586,610829.979232999961823
0,0,0.000000000000000,4074713.239839999936521,610849.502667999942787
0,0,0.000000000000000,4074725.695410000160336,610966.823791999951936
0,0,0.000000000000000,4074719.891139999963343,610978.793351999949664
0,0,0.000000000000000,4074714.142419999931008,610988.291239000041969
0,0,0.000000000000000,4074713.031560000032187,611021.686588000040501
2,0,0.000000000000000,4074724.070770000107586,611053.235126000014134
0,0,0.000000000000000,4074721.987900000065565,611058.553386999992654
0,0,0.000000000000000,4074718.447019999846816,611091.754334999946877
0,0,0.000000000000000,4074724.987230000086129,611135.439062000019476
0,0,0.000000000000000,4074718.683079999871552,611150.907843000022694
2,1,1.000000000000000,4074717.780499999877065,611156.809308000025339
0,0,0.000000000000000,4074713.961899999994785,611178.207325999974273
0,0,0.000000000000000,4074707.935469999909401,610579.562716000014916
2,1,1.000000000000000,4074702.728289999999106,610611.069596000015736
1,0,0.000000000000000,4074705.158309999853373,610615.360309000010602
1,1,1.000000000000000,4074711.601319999899715,610639.924288999987766
2,0,0.000000000000000,4074710.879259999841452,610641.937730000005104
1,1,1.000000000000000,4074698.090439999941736,610652.213222000049427
0,0,0.000000000000000,4074701.561890000011772,610675.930168000049889
1,1,1.000000000000000,4074709.726739999838173,610693.856736000045203
2,1,1.000000000000000,4074700.714850000105798,610714.491034999955446
2,0,0.000000000000000,4074707.116210000123829,610778.879488999955356
2,0,0.000000000000000,4074706.588549999985844,610804.845934999990277
1,1,1.000000000000000,4074701.353600000031292,610819.384367999969982
0,0,0.000000000000000,4074700.756510000210255,610819.787055999971926
0,0,0.000000000000000,4074703.533669999800622,610835.144750999985263
0,0,0.000000000000000,4074709.060219999868423,610847.280939999967813
0,0,0.000000000000000,4074704.672300000209361,610856.764942000037991
0,0,0.000000000000000,4074700.714850000105798,610872.358694999944419
0,0,0.000000000000000,4074699.006899999920279,610892.382019000011496
0,0,0.000000000000000,4074707.296719999983907,610919.750929999980144
