GrndTruth,Classified,RASTERVALU,Latitude,Longitude
0,0,0,4074731.844670000020415,610965.659376999945380
0,0,0,4074725.956900000106543,610976.226515999995172
0,0,0,4074740.740610000211746,611014.998402000055648
2,0,0,4074726.933910000137985,610992.578585000010207
0,0,0,4074739.300799999851733,611031.016230999957770
2,2,2,4074731.716109999921173,611027.442430000053719
0,0,0,4074724.311400000005960,611032.841697999974713
2,0,0,4074737.681020000018179,611057.266958000021987
0,0,0,4074725.545520000159740,611057.395511999959126
0,0,0,4074737.526759999804199,611076.035842000041157
0,0,0,4074734.672859999816865,611089.636855000047944
0,0,0,4074723.642920000012964,611072.282065000035800
2,2,2,4074736.472610000055283,611105.706104999990202
0,0,0,4074734.801409999839962,611105.551839999970980
0,2,2,4074725.288410000037402,611111.156793999951333
2,0,0,4074719.452060000039637,611098.069997000042349
2,0,0,4074734.210059999953955,611130.439893999951892
0,0,0,4074719.503479999955744,611138.667350000003353
0,0,0,4074733.104499999899417,611169.031805000035092
0,0,0,4074720.223389999940991,611153.631035999977030
2,2,2,4074742.540359999984503,611191.014538999996148
0,0,0,4074729.942069999873638,611185.229609000030905
0,0,0,4074716.315349999815226,610582.182795000029728
2,1,1,4074708.936350000090897,610594.421135999960825
2,2,2,4074700.786019999999553,610575.780805999995209
0,0,0,4074695.103939999826252,610581.694290000014007
0,0,0,4074704.334110000170767,610599.589006999973208
2,0,0,4074703.254259999841452,610613.112887999974191
1,1,1,4074699.140529999975115,610611.004602000000887
0,2,2,4074706.133870000019670,610623.757159000029787
1,1,1,4074698.754869999829680,610630.544809999992140
0,0,0,4074714.618429999798536,610668.699636999983341
2,2,2,4074706.596659999806434,610659.520881999982521
1,1,1,4074701.660190000198781,610655.561418000026606
0,0,0,4074707.959340000059456,610687.237123999977484
1,1,1,4074704.848329999949783,610678.752560000051744
2,2,2,4074693.381310000084341,610696.133061000029556
1,1,1,4074701.763030000030994,610702.792158000054769
2,0,0,4074691.812950000166893,610716.084642000030726
2,2,2,4074716.469610000029206,610759.175942000001669
2,1,1,4074716.366770000196993,610760.641458000056446
2,0,0,4074703.974160000216216,610772.905509999953210
0,0,0,4074705.748209999874234,610788.691941000055522
0,0,0,4074715.749710000120103,610832.297458000015467
0,0,0,4074705.953890000004321,610823.735760999959894
0,0,0,4074717.266640000045300,610841.527634999947622
0,0,0,4074707.573669999837875,610839.110819999943487
2,2,2,4074698.240650000050664,610834.919958999962546
2,0,0,4074696.183790000155568,610856.259923000005074
0,0,0,4074707.290849999990314,610880.890870000002906
0,0,0,4074697.340770000126213,610859.216664999956265
0,0,0,4074711.867380000185221,610900.302524000057019
0,0,0,4074699.474770000204444,610911.152481000055559
2,0,0,4074692.635699999984354,610901.690906999981962
2,1,1,4074711.044629999902099,610921.308246999979019
0,0,0,4074699.706170000135899,610927.581681999959983
0,0,0,4074718.089389999862760,610965.530823000008240
0,0,0,4074708.627820000052452,610985.456693000043742
2,1,1,4074702.611490000039339,610971.007223999942653
0,0,0,4074696.929399999789894,610979.748895999975502
0,0,0,4074711.533139999955893,610992.038657999946736
0,0,0,4074698.497760000173002,611013.455753999995068
2,2,2,4074717.266640000045300,611020.089140999945812
0,0,0,4074714.361320000141859,611030.681989999953657
0,0,0,4074703.845610000193119,611040.323540000012144
0,0,0,4074693.869820000138134,611024.974193000001833
0,0,0,4074700.734600000083447,611060.403674999950454
0,0,0,4074704.668349999934435,611074.544615000020713
0,0,0,4074694.049790000077337,611072.616305000032298
0,2,2,4074709.244880000129342,611121.081162999966182
0,0,0,4074716.546740000136197,611143.321005000034347
0,0,0,4074710.967499999795109,611139.387253000051714
1,1,1,4074717.420909999869764,611157.641920999973081
2,0,0,4074715.364049999974668,611155.147972999955527
0,0,0,4074715.569730000104755,611179.238993000006303
0,0,0,4074665.793620000127703,610564.699450999964029
0,2,2,4074683.456939999945462,610569.610213999985717
0,0,0,4074680.628750000149012,610585.010983000043780
0,0,0,4074669.573110000230372,610585.319512999965809
0,0,0,4074682.377090000081807,610606.479501000023447
0,2,2,4074678.083389999810606,610607.122270999941975
0,0,0,4074671.038629999849945,610599.254765999969095
0,0,0,4074683.019859999883920,610635.635547999991104
0,0,0,4074666.359259999822825,610635.327018999960274
0,2,2,4074686.567950000055134,610671.450692999991588
0,0,0,4074681.245810000225902,610668.185421000001952
0,0,0,4074665.973600000143051,610665.845738000003621
2,1,1,4074685.436670000199229,610684.151827999972738
0,0,0,4074675.872260000091046,610697.367179000051692
0,0,0,4074686.567950000055134,610709.348411999992095
2,2,2,4074684.845329999923706,610712.896502000046894
0,0,0,4074674.715270000044256,610720.506899000029080
0,0,0,4074665.613650000188500,610719.812707999954000
2,1,1,4074671.372870000079274,610733.465142000000924
0,0,0,4074690.913069999776781,610756.219200000050478
2,2,2,4074689.884639999829233,610771.928499000030570
0,2,2,4074667.953329999931157,610753.468145000049844
0,0,0,4074689.936060000211000,610794.014075999963097
1,1,1,4074678.391919999849051,610787.663508999976330
0,0,0,4074670.910070000216365,610804.118420999962837
2,0,0,4074682.377090000081807,610827.309561999980360
0,0,0,4074673.661129999905825,610830.960496000014246
0,0,0,4074688.264859999995679,610848.340996999992058
0,0,0,4074672.375589999835938,610845.975603000028059
0,0,0,4074688.316279999911785,610863.973162999958731
0,0,0,4074677.286350000184029,610872.766257000039332
0,2,2,4074673.841099999845028,610878.371211000019684
0,0,0,4074669.650239999871701,610873.126208000001498
0,0,0,4074678.211939999833703,610896.882987000048161
0,0,0,4074667.233430000022054,610891.483719000010751
0,0,0,4074674.252479999791831,610921.153981999959797
0,0,0,4074688.136309999972582,610949.950077999965288
2,1,1,4074667.207719999831170,610956.017827000003308
0,0,0,4074666.230709999799728,610951.826967000029981
1,1,1,4074684.459660000167787,610977.692032000049949
0,0,0,4074671.938500000163913,610984.273995999945328
0,0,0,4074680.834439999889582,611006.153887000051327
0,0,0,4074670.935779999941587,611016.618183000013232
0,0,0,4074687.416410000063479,611022.711642000009306
2,1,1,4074679.934559999965131,611027.262453999952413
0,0,0,4074674.638139999937266,611041.326262000016868
2,0,0,4074690.218880000058562,611054.490191000048071
1,2,2,4074680.294509999919683,611061.149287999956869
0,0,0,4074677.234929999802262,611058.398232999956235
0,0,0,4074685.153859999962151,611080.509520999970846
0,0,0,4074667.644799999892712,611071.844980999943800
2,0,0,4074670.447279999963939,611100.975317999953404
0,0,0,4074678.237650000024587,611145.532133999979123
0,0,0,4074668.416120000183582,611136.044849000056274
2,2,2,4074687.159299999941140,611171.757149999961257
2,1,1,4074681.400080000050366,611163.041189000010490
0,0,0,4074681.040130000095814,611153.579614000045694
0,0,0,4074668.904629999771714,611173.222666000016034
0,0,0,4074672.684119999874383,611180.575953999999911
0,0,0,4074639.491469999775290,610562.179792999988422
2,2,2,4074664.868030000012368,610587.016426000045612
0,0,0,4074651.961209999863058,610592.981330999988131
2,0,0,4074641.316939999815077,610590.564515999983996
0,2,2,4074651.318440000060946,610619.926250000018626
2,2,2,4074646.767630000133067,610606.762319999979809
2,1,1,4074660.368640000000596,610640.109228000044823
0,0,0,4074655.509300000034273,610643.323077999986708
2,0,0,4074642.396800000220537,610647.333961999975145
0,0,0,4074655.560719999950379,610672.736232999945059
2,0,0,4074643.090989999938756,610669.753780000028200
2,2,2,4074661.037130000069737,610681.040821000002325
0,0,0,4074656.152069999836385,610687.802762000006624
0,0,0,4074645.045010000001639,610692.276441000052728
0,0,0,4074659.725870000198483,610708.345690999994986
0,0,0,4074641.291230000089854,610721.998126000049524
2,1,1,4074655.226480000186712,610735.393451999989338
0,0,0,4074648.670229999814183,610730.045605999999680
0,0,0,4074644.222260000184178,610732.436710000038147
0,0,0,4074652.629689999856055,610775.039506000000983
2,1,1,4074662.888300000224262,610790.003191999974661
2,2,2,4074655.997810000088066,610789.231868000002578
0,0,0,4074645.944889999926090,610794.682556999963708
0,0,0,4074658.800290000159293,610829.109318000031635
0,0,0,4074649.287289999891073,610829.803509999997914
0,0,0,4074664.636640000157058,610837.696726000052877
0,0,0,4074655.535010000225157,610840.010697999969125
0,2,2,4074652.372589999809861,610844.510087999980897
0,0,0,4074646.073439999949187,610853.765975999995135
0,0,0,4074661.191389999818057,610869.449564000009559
0,0,0,4074651.549839999992400,610874.848832000046968
0,0,0,4074641.445499999914318,610872.046353999990970
0,0,0,4074657.026240000035614,610899.222670000046492
0,0,0,4074646.176279999781400,610890.866660000057891
0,0,0,4074663.171120000071824,610931.643989000003785
0,0,0,4074649.595819999929518,610936.323353999992833
0,0,0,4074639.620029999874532,610930.152761999983341
0,0,0,4074655.560719999950379,610948.201743999961764
2,1,1,4074649.235869999974966,610959.540206999983639
0,0,0,4074642.396800000220537,610946.967626000056043
0,0,0,4074644.042289999779314,610977.332079999963753
2,2,2,4074641.882579999975860,610981.548652000026777
0,0,0,4074657.848989999853075,611002.194423999986611
0,0,0,4074658.337489999830723,611041.377683000057004
0,0,0,4074650.547119999770075,611033.407334999996237
0,0,0,4074641.111260000150651,611036.955425999942236
0,0,0,4074653.529569999780506,611043.408836000016890
0,0,0,4074644.222260000184178,611049.270898999995552
1,1,1,4074659.520190000068396,611080.663785999990068
0,0,0,4074658.080380000174046,611072.667726999963634
0,0,0,4074646.124859999865294,611081.255133999977261
2,0,0,4074661.988419999834150,611106.220320999971591
0,0,0,4074658.903129999991506,611104.600540000014007
0,0,0,4074645.327829999849200,611120.206996000022627
0,0,0,4074651.267020000144839,611142.755368000012822
0,0,0,4074640.931280000135303,611138.384532000054605
0,0,0,4074645.687779999803752,611157.204836999997497
0,0,0,4074653.992370000109076,611177.902031000005081
2,2,2,4074640.571330000180751,611185.820958000025712
0,0,0,4074625.324820000212640,610564.210945999948308
0,0,0,4074636.637579999864101,610586.476498999982141
0,0,0,4074624.270680000074208,610571.821343000046909
0,2,2,4074614.731970000080764,610582.722721999976784
0,0,0,4074633.680829999968410,610606.196681999950670
0,0,0,4074621.493910000193864,610611.210287999943830
2,1,1,4074621.056830000132322,610620.774705999996513
0,0,0,4074631.726809999905527,610630.724785999977030
2,2,2,4074625.761909999884665,610624.888433999964036
0,0,0,4074617.817269999999553,610628.307969999965280
0,0,0,4074632.986639999784529,610669.625225999974646
2,0,0,4074621.133959999773651,610657.721126000047661
0,0,0,4074634.657839999999851,610680.680870000040159
2,2,2,4074623.396509999874979,610695.233183000003919
0,0,0,4074621.493910000193864,610697.444311999948695
0,0,0,4074634.143629999831319,610708.499956000014208
2,0,0,4074623.319379999767989,610708.474245000048541
0,0,0,4074637.974539999850094,610728.348693000036292
0,0,0,4074624.064989999867976,610752.876796000055037
0,2,2,4074616.737420000135899,610741.846862999955192
0,0,0,4074613.960649999789894,610735.007789999945089
0,0,0,4074624.296389999799430,610775.013795000035316
0,0,0,4074615.451880000066012,610775.296613999991678
1,1,1,4074633.963649999815971,610789.797505000024103
0,2,2,4074626.610359999816865,610789.720373000018299
0,0,0,4074638.900129999965429,610820.779019000008702
0,0,0,4074626.224700000137091,610810.443277999991551
2,1,1,4074619.822709999978542,610817.102375000016764
0,0,0,4074618.460039999801666,610820.727597999968566
0,0,0,4074634.092209999915212,610843.430233999970369
0,0,0,4074620.902569999918342,610857.468330999952741
0,0,0,4074633.732259999960661,610870.786525000003166
0,0,0,4074620.825430000200868,610868.086891000042669
0,2,2,4074617.071659999899566,610884.541803000029176
1,1,1,4074615.991799999959767,610872.894810999976471
0,0,0,4074630.698379999957979,610909.558411999954842
1,2,2,4074612.906510000117123,610890.069625000003725
0,0,0,4074638.180219999980181,610917.117387000005692
0,0,0,4074631.109749999828637,610922.825183999957517
0,0,0,4074619.488470000214875,610920.279815000016242
0,0,0,4074634.966370000038296,610956.223513999953866
0,2,2,4074621.982419999781996,610941.388382000033744
0,0,0,4074638.848699999973178,610966.713519999990240
2,2,2,4074636.611870000138879,610988.876230000052601
0,0,0,4074625.042009999975562,610989.776107999961823
0,0,0,4074615.503299999982119,610977.949140000040643
2,1,1,4074623.447939999867231,611016.026834000018425
0,0,0,4074619.179940000176430,611014.227077999967150
0,0,0,4074638.463039999827743,611050.350751999998465
0,0,0,4074637.408900000154972,611070.070935999974608
0,0,0,4074628.075879999902099,611074.416060999967158
0,0,0,4074633.372299999929965,611096.758746000006795
0,0,0,4074623.756469999905676,611100.615365999983624
0,0,0,4074633.295169999822974,611133.448057999950834
0,0,0,4074622.625190000049770,611125.863372000050731
2,0,0,4074623.782180000096560,611165.792244000011124
0,0,0,4074631.572550000157207,611200.321849000058137
1,1,1,4074623.216539999935776,611177.439236999955028
0,0,0,4074609.769789999816567,610549.170127999968827
0,2,2,4074607.558660000097007,610562.102659999975003
0,0,0,4074595.346030000131577,610555.289298000046983
2,0,0,4074610.026899999938905,610588.790471000014804
0,0,0,4074597.942819999996573,610583.288360000005923
2,2,2,4074587.504240000154823,610579.894533999962732
1,1,1,4074586.990019999910146,610587.427798000047915
0,0,0,4074599.536890000104904,610604.345504999975674
1,1,1,4074589.972469999920577,610621.623161999974400
2,2,2,4074608.561379999853671,610634.632826999993995
0,0,0,4074600.771009999793023,610624.065687999944203
0,0,0,4074606.864469999913126,610671.090742000029422
2,2,2,4074604.241969999857247,610661.346347999991849
2,1,1,4074594.677550000138581,610649.853620999958366
2,0,0,4074605.656059999950230,610680.912266999948770
2,1,1,4074597.300050000194460,610680.835134999942966
0,0,0,4074590.949479999952018,610698.524164999951608
2,2,2,4074609.409839999862015,610702.689314999966882
0,0,0,4074596.040219999849796,610702.663604000001214
1,1,1,4074587.169999999925494,610718.527168000000529
0,0,0,4074610.309719999786466,610786.969317000010051
1,1,1,4074597.222920000087470,610794.476871000020765
2,2,2,4074607.712929999921471,610819.827719999942929
1,1,1,4074603.830599999986589,610807.280848999973387
2,1,1,4074587.041439999826252,610812.731538999942131
2,0,0,4074610.489690000191331,610853.380313999950886
0,0,0,4074609.538389999885112,610845.152858000015840
2,0,0,4074589.535389999859035,610850.680679999990389
2,1,1,4074604.139119999948889,610870.092334000044502
2,2,2,4074602.905009999871254,610869.835226000053808
0,0,0,4074592.389289999846369,610884.079008999979123
1,1,1,4074610.798220000229776,610896.060242000035942
2,2,2,4074606.350250000134110,610887.447124000056647
0,0,0,4074610.952490000054240,610928.841511999955401
2,2,2,4074604.730469999834895,610924.984891999978572
1,1,1,4074603.496350000146776,610932.955240000039339
2,0,0,4074590.949479999952018,610929.509991999948397
0,0,0,4074605.604640000034124,610957.071970000048168
1,1,1,4074596.914390000049025,610951.184196999995038
0,0,0,4074588.481250000186265,610953.575301000033505
0,0,0,4074600.359639999922365,610975.558034999994561
1,0,0,4074598.688440000172704,610981.497229999979027
0,0,0,4074612.032339999917895,611003.608517999993637
0,0,0,4074603.856310000177473,611007.028053999994881
0,0,0,4074592.260739999823272,611006.256730000022799
0,0,0,4074607.970029999967664,611035.104247999959625
0,0,0,4074598.637010000180453,611042.740356000023894
1,1,1,4074587.427099999971688,611021.451813000021502
0,0,0,4074610.926779999863356,611056.135681999963708
0,0,0,4074597.042940000072122,611067.345591000048444
0,0,0,4074588.866909999866039,611064.723089999984950
0,0,0,4074592.080759999807924,611070.482308999984525
0,0,0,4074593.340590000152588,611103.135024999966845
2,1,1,4074599.279779999982566,611140.030022999970242
0,0,0,4074596.348749999888241,611130.645581000018865
0,0,0,4074586.758619999978691,611140.467106000054628
0,0,0,4074585.781609999947250,610553.283856000052765
2,1,1,4074585.524509999901056,610573.878206999972463
0,2,2,4074584.521780000068247,610589.407529999967664
2,1,1,4074583.339089999906719,610829.520691000041552
0,0,0,4074583.364800000097603,610835.279910000041127
2,2,2,4074567.681210000067949,610842.787464000051841
0,0,0,4074565.932880000211298,610848.520971999969333
2,1,1,4074563.798880000133067,610844.407244000001810
2,2,2,4074573.620409999974072,610867.187013000017032
2,0,0,4074564.595910000149161,610880.736604999983683
1,1,1,4074578.222639999818057,610888.886928000021726
2,0,0,4074571.075040000025183,610896.291638999944553
2,2,2,4074564.853019999805838,610904.261987000005320
2,1,1,4074578.454040000215173,610920.382657999987714
0,0,0,4074574.468859999906272,610923.210846000001766
1,2,2,4074564.930149999912828,610936.734727000002749
0,0,0,4074561.047819999977946,610922.182414000038989
0,0,0,4074575.317319999914616,610959.591628000023775
0,0,0,4074563.747460000216961,610963.756778000039048
0,0,0,4074570.535110000055283,610965.530823000008240
0,0,0,4074560.867850000038743,610966.019328000023961
2,2,2,4074576.782829999923706,611016.438207000028342
0,0,0,4074574.083200000226498,611000.806040999945253
1,1,1,4074573.157610000111163,610990.855960999964736
0,0,0,4074583.596200000029057,611021.940318000037223
0,0,0,4074584.598919999785721,611091.693718999973498
0,0,0,4074582.927709999959916,611140.132866000058129
1,2,2,4074558.219639999791980,610849.343717999989167
2,1,1,4074557.808259999845177,610845.615651999949478
2,2,2,4074556.522719999775290,610880.299521000008099
0,0,0,4074549.529389999806881,610863.407526000053622
0,0,0,4074537.573859999887645,610876.417189999949187
2,1,1,4074551.791939999908209,610900.071126000024378
0,0,0,4074547.909609999973327,610905.753213000018150
0,2,2,4074540.504889999981970,610909.789808999979869
0,0,0,4074557.191199999768287,610934.163646999979392
2,0,0,4074544.952860000077635,610920.999717999948189
0,0,0,4074555.802819999866188,610962.522660000016913
1,1,1,4074550.583529999945313,610952.392604000051506
2,2,2,4074548.063870000187308,610949.101621999987401
0,0,0,4074539.425040000118315,610939.511493999976665
2,0,0,4074548.835190000012517,610977.563477999996394
0,0,0,4074545.261390000116080,610981.985734999994747
1,1,1,4074534.308590000029653,610975.146661999984644
0,0,0,4074554.748680000193417,611003.479964000056498
2,0,0,4074528.755059999879450,610890.789528000052087
2,2,2,4074512.634389999788254,610897.242938000010327
2,0,0,4074531.146160000003874,610916.063243999960832
1,1,1,4074527.109569999855012,610923.236556999967434
2,0,0,4074508.186420000158250,610935.526319999946281
0,2,2,4074528.883609999902546,610956.737730000051670
2,0,0,4074519.062090000137687,610958.280377999995835
1,1,1,4074515.436859999783337,610950.412873000022955
2,0,0,4074526.543930000159889,610968.641829999978654
2,1,1,4074509.112009999807924,610972.961244000005536
0,0,0,4074505.358229999896139,610915.266209000023082
2,2,2,4074504.638329999987036,610918.737166999955662
0,0,0,4074498.184919999912381,610948.998779000015929
2,1,1,4074497.696409999858588,610955.375056999968365
