GrndTruth,RASTERVALU,Classified,Latitude,Longitude
0,0,0,4074370.776080000214279,611324.021528000012040
0,0,0,4074365.636080000083894,611337.341527999960817
0,0,0,4074365.036079999990761,611354.261528000002727
0,0,0,4074365.476079999934882,611382.121527999988757
0,0,0,4074366.736080000177026,611389.861527999979444
0,0,0,4074359.196080000139773,611452.921528000035323
0,0,0,4074372.696080000139773,611503.681528000044636
0,0,0,4074370.856079999823123,611521.001527999993414
0,0,0,4074364.556080000009388,611551.381527999998070
0,0,0,4074371.516079999972135,611587.461527999956161
0,0,0,4074366.956079999916255,611602.641528000007384
0,0,0,4074370.456079999916255,611620.661528000026010
0,0,0,4074358.716080000158399,611641.341527999960817
1,1,1,4074358.176080000121146,611112.261528000002727
0,0,0,4074348.936079999897629,611131.641528000007384
0,0,0,4074343.816079999785870,611145.761528000002727
0,0,0,4074345.496079999953508,611181.881527999998070
0,0,0,4074347.456079999916255,611195.461527999956161
1,2,2,4074346.756080000195652,611224.501527999993414
0,0,0,4074342.316079999785870,611238.321527999942191
0,0,0,4074340.196080000139773,611253.961527999956161
0,0,0,4074347.836079999804497,611307.341527999960817
0,0,0,4074343.976079999934882,611317.321527999942191
0,0,0,4074343.736080000177026,611338.721527999965474
0,0,0,4074341.536079999990761,611357.201527999946848
0,0,0,4074341.816079999785870,611382.521528000012040
0,0,0,4074342.896079999860376,611399.121527999988757
1,0,0,4074343.636080000083894,611428.921528000035323
0,0,0,4074341.536079999990761,611434.581527999951504
0,0,0,4074343.696080000139773,611470.921528000035323
0,0,0,4074345.156080000102520,611489.901528000016697
0,0,0,4074346.276080000214279,611494.741527999984100
0,0,0,4074346.836079999804497,611515.421528000035323
0,0,0,4074347.116080000065267,611533.701527999946848
0,0,0,4074338.596080000046641,611560.561528000049293
0,0,0,4074357.296079999767244,611602.421528000035323
0,0,0,4074356.076080000028014,611614.981527999974787
0,0,0,4074351.876079999841750,611641.661528000026010
0,0,0,4074333.516079999972135,611127.641528000007384
0,0,0,4074336.336079999804497,611147.321527999942191
0,0,0,4074336.636080000083894,611174.681528000044636
0,0,0,4074334.516079999972135,611190.481527999974787
0,0,0,4074330.436079999897629,611223.061528000049293
0,0,0,4074323.376079999841750,611241.901528000016697
0,0,0,4074323.236080000177026,611255.041528000030667
0,0,0,4074336.096080000046641,611326.081527999951504
0,0,0,4074336.436079999897629,611343.881527999998070
1,0,0,4074332.756080000195652,611368.201527999946848
0,0,0,4074328.696080000139773,611381.621527999988757
0,0,0,4074327.576080000028014,611408.841527999960817
0,0,0,4074328.896079999860376,611421.001527999993414
1,0,0,4074325.076080000028014,611434.481527999974787
0,0,0,4074320.436079999897629,611452.421528000035323
0,0,0,4074320.696080000139773,611485.961527999956161
1,0,0,4074318.616080000065267,611498.381527999998070
0,0,0,4074331.336079999804497,611547.821527999942191
0,0,0,4074332.696080000139773,611567.941528000053950
0,0,0,4074334.076080000028014,611582.521528000012040
0,0,0,4074335.096080000046641,611603.701527999946848
0,0,0,4074336.076080000028014,611634.401528000016697
0,0,0,4074317.676080000121146,611621.501527999993414
1,1,1,4074315.936079999897629,611097.981527999974787
0,0,0,4074305.916079999879003,611106.421528000035323
0,0,0,4074303.336079999804497,611130.361527999979444
0,0,0,4074302.156080000102520,611162.881527999998070
0,0,0,4074302.856079999823123,611180.061528000049293
0,0,0,4074304.736080000177026,611186.361527999979444
0,0,0,4074301.016079999972135,611205.661528000026010
0,0,0,4074312.956079999916255,611251.781528000021353
1,1,1,4074299.856079999823123,611248.041528000030667
0,0,0,4074306.576080000028014,611274.461527999956161
0,0,0,4074298.716080000158399,611319.341527999960817
0,0,0,4074310.936079999897629,611357.281528000021353
0,0,0,4074303.836079999804497,611373.181528000044636
1,0,0,4074306.396079999860376,611421.941528000053950
0,0,0,4074314.656080000102520,611465.341527999960817
1,0,0,4074304.436079999897629,611480.281528000021353
0,0,0,4074298.836079999804497,611506.581527999951504
0,0,0,4074298.536079999990761,611521.041528000030667
0,0,0,4074299.436079999897629,611537.601527999970131
0,0,0,4074315.276080000214279,611578.441528000053950
0,0,0,4074308.516079999972135,611605.901528000016697
0,0,0,4074314.596080000046641,611644.461527999956161
0,0,0,4074291.036079999990761,611151.061528000049293
0,0,0,4074289.656080000102520,611181.941528000053950
0,0,0,4074291.676080000121146,611193.461527999956161
0,0,0,4074291.076080000028014,611210.601527999970131
0,0,0,4074287.716080000158399,611234.781528000021353
0,0,0,4074281.716080000158399,611255.541528000030667
0,0,0,4074278.096080000046641,611283.281528000021353
0,0,0,4074280.116080000065267,611326.601527999970131
1,0,0,4074280.596080000046641,611332.941528000053950
0,0,0,4074277.156080000102520,611363.041528000030667
0,1,1,4074296.676080000121146,611400.961527999956161
0,0,0,4074290.936079999897629,611396.561528000049293
0,0,0,4074288.756080000195652,611429.341527999960817
0,0,0,4074284.736080000177026,611434.381527999998070
1,0,0,4074295.356079999823123,611475.521528000012040
0,0,0,4074294.416079999879003,611503.881527999998070
0,0,0,4074296.196080000139773,611527.681528000044636
0,0,0,4074272.916079999879003,611156.541528000030667
0,0,0,4074269.896079999860376,611183.641528000007384
1,0,0,4074271.436079999897629,611197.681528000044636
0,0,0,4074273.216080000158399,611225.021528000012040
0,0,0,4074268.396079999860376,611245.741527999984100
0,0,0,4074270.036079999990761,611246.361527999979444
0,0,0,4074269.216080000158399,611283.981527999974787
1,0,0,4074265.116080000065267,611300.161528000026010
0,0,0,4074269.996079999953508,611347.741527999984100
1,0,0,4074271.956079999916255,611357.921528000035323
0,0,0,4074269.256080000195652,611355.521528000012040
0,0,0,4074266.776080000214279,611377.881527999998070
0,0,0,4074263.596080000046641,611400.781528000021353
1,0,0,4074256.736080000177026,611418.741527999984100
1,0,0,4074269.916079999879003,611462.061528000049293
1,0,0,4074267.976079999934882,611476.341527999960817
0,0,0,4074274.816079999785870,611512.321527999942191
1,1,1,4074243.376079999841750,611137.041528000030667
1,0,0,4074250.296079999767244,611162.821527999942191
0,0,0,4074245.036079999990761,611176.121527999988757
0,0,0,4074240.616080000065267,611198.481527999974787
0,0,0,4074253.556080000009388,611238.261528000002727
0,0,0,4074237.116080000065267,611234.941528000053950
0,0,0,4074238.096080000046641,611254.901528000016697
1,0,0,4074248.496079999953508,611298.821527999942191
1,0,0,4074239.856079999823123,611343.981527999974787
0,0,0,4074245.796079999767244,611388.401528000016697
1,0,0,4074249.596080000046641,611403.541528000030667
0,0,0,4074251.116080000065267,611426.501527999993414
0,0,0,4074248.996079999953508,611447.381527999998070
1,2,2,4074245.136080000083894,611449.781528000021353
0,0,0,4074239.556080000009388,611454.541528000030667
0,0,0,4074226.196080000139773,611161.501527999993414
0,0,0,4074220.616080000065267,611171.441528000053950
0,0,0,4074220.576080000028014,611203.261528000002727
0,0,0,4074221.176080000121146,611222.601527999970131
1,0,0,4074217.556080000009388,611244.821527999942191
0,0,0,4074215.296079999767244,611252.821527999942191
1,0,0,4074233.596080000046641,611293.461527999956161
0,0,0,4074232.396079999860376,611331.601527999970131
1,0,0,4074230.396079999860376,611349.581527999951504
0,0,0,4074224.836079999804497,611384.521528000012040
0,0,0,4074223.696080000139773,611399.381527999998070
0,0,0,4074235.456079999916255,611433.081527999951504
0,0,0,4074206.056080000009388,611176.101527999970131
0,0,0,4074207.056080000009388,611204.041528000030667
0,0,0,4074209.196080000139773,611215.121527999988757
0,0,0,4074206.236080000177026,611241.961527999956161
0,0,0,4074205.556080000009388,611247.681528000044636
0,0,0,4074205.956079999916255,611275.941528000053950
0,0,0,4074201.916079999879003,611305.421528000035323
1,0,0,4074208.836079999804497,611338.041528000030667
0,0,0,4074214.476079999934882,611372.841527999960817
0,0,0,4074194.776080000214279,611376.441528000053950
1,2,2,4074209.716080000158399,611402.801528000039980
0,0,0,4074212.736080000177026,611410.821527999942191
0,0,0,4074185.296079999767244,611150.841527999960817
0,0,0,4074182.456079999916255,611171.041528000030667
1,1,1,4074180.736080000177026,611185.821527999942191
0,0,0,4074176.276080000214279,611197.021528000012040
0,0,0,4074191.276080000214279,611233.801528000039980
0,0,0,4074191.656080000102520,611258.661528000026010
0,0,0,4074192.736080000177026,611273.101527999970131
0,0,0,4074189.096080000046641,611290.921528000035323
0,0,0,4074186.876079999841750,611318.861527999979444
0,0,0,4074174.676080000121146,611339.941528000053950
0,0,0,4074185.816079999785870,611386.261528000002727
0,0,0,4074181.976079999934882,611394.141528000007384
0,0,0,4074180.396079999860376,611414.421528000035323
0,0,0,4074160.776080000214279,611160.201527999946848
0,0,0,4074156.996079999953508,611177.381527999998070
1,2,2,4074172.256080000195652,611187.461527999956161
0,0,0,4074169.416079999879003,611217.961527999956161
0,0,0,4074169.496079999953508,611229.721527999965474
0,0,0,4074171.056080000009388,611263.361527999979444
0,0,0,4074169.896079999860376,611268.281528000021353
0,0,0,4074172.556080000009388,611287.521528000012040
0,0,0,4074171.956079999916255,611314.161528000026010
1,0,0,4074157.576080000028014,611340.881527999998070
0,0,0,4074171.116080000065267,611386.681528000044636
0,0,0,4074168.436079999897629,611403.121527999988757
0,0,0,4074166.096080000046641,611415.041528000030667
1,0,0,4074163.936079999897629,611437.321527999942191
0,0,0,4074150.236080000177026,611164.661528000026010
1,1,1,4074148.556080000009388,611168.441528000053950
1,0,0,4074146.796079999767244,611191.581527999951504
0,0,0,4074139.976079999934882,611225.001527999993414
0,0,0,4074139.136080000083894,611236.101527999970131
0,0,0,4074133.216080000158399,611257.241527999984100
0,0,0,4074136.316079999785870,611278.301528000039980
0,0,0,4074137.716080000158399,611302.381527999998070
0,0,0,4074145.436079999897629,611341.101527999970131
1,0,0,4074140.856079999823123,611348.681528000044636
0,0,0,4074138.096080000046641,611373.941528000053950
0,0,0,4074136.256080000195652,611401.961527999956161
0,0,0,4074134.976079999934882,611429.401528000016697
1,0,0,4074151.096080000046641,611441.201527999946848
0,0,0,4074151.536079999990761,611452.681528000044636
0,0,0,4074115.756080000195652,611123.701527999946848
0,0,0,4074121.656080000102520,611169.561528000049293
0,0,0,4074132.596080000046641,611240.781528000021353
0,0,0,4074114.676080000121146,611234.961527999956161
0,0,0,4074127.616080000065267,611266.721527999965474
0,0,0,4074125.256080000195652,611293.661528000026010
1,2,2,4074114.136080000083894,611319.341527999960817
0,0,0,4074118.996079999953508,611342.741527999984100
1,0,0,4074132.756080000195652,611394.321527999942191
0,0,0,4074129.816079999785870,611430.221527999965474
0,0,0,4074125.736080000177026,611444.641528000007384
0,0,0,4074118.976079999934882,611469.581527999951504
1,1,1,4074102.196080000139773,611115.901528000016697
0,0,0,4074098.296079999767244,611103.821527999942191
0,0,0,4074093.956079999916255,611134.601527999970131
0,0,0,4074093.356079999823123,611155.861527999979444
0,0,0,4074097.476079999934882,611192.101527999970131
0,0,0,4074094.236080000177026,611218.601527999970131
0,0,0,4074093.456079999916255,611245.101527999970131
1,0,0,4074104.616080000065267,611267.841527999960817
0,0,0,4074094.276080000214279,611292.041528000030667
1,2,2,4074108.536079999990761,611318.801528000039980
1,0,0,4074100.416079999879003,611341.101527999970131
1,0,0,4074099.996079999953508,611425.761528000002727
0,0,0,4074096.076080000028014,611431.241527999984100
0,0,0,4074094.756080000195652,611451.821527999942191
0,0,0,4074080.836079999804497,611138.801528000039980
1,1,1,4074076.316079999785870,611132.601527999970131
0,0,0,4074082.316079999785870,611143.921528000035323
0,0,0,4074083.916079999879003,611176.281528000021353
0,0,0,4074083.096080000046641,611185.281528000021353
0,0,0,4074082.296079999767244,611223.741527999984100
0,0,0,4074091.156080000102520,611259.601527999970131
1,0,0,4074091.876079999841750,611297.421528000035323
0,0,0,4074079.496079999953508,611323.261528000002727
1,2,2,4074074.976079999934882,611320.621527999988757
1,0,0,4074062.336079999804497,611072.841527999960817
0,0,0,4074070.396079999860376,611111.681528000044636
0,0,0,4074068.296079999767244,611133.641528000007384
0,0,0,4074066.896079999860376,611163.501527999993414
0,0,0,4074069.316079999785870,611168.021528000012040
0,0,0,4074070.356079999823123,611193.341527999960817
0,0,0,4074065.436079999897629,611221.701527999946848
0,0,0,4074051.476079999934882,611245.361527999979444
0,0,0,4074064.736080000177026,611275.981527999974787
1,2,2,4074069.096080000046641,611300.181528000044636
0,0,0,4074060.876079999841750,611290.181528000044636
0,0,0,4074052.456079999916255,611312.601527999970131
1,1,1,4074033.556080000009388,611072.501527999993414
0,0,0,4074046.756080000195652,611096.081527999951504
0,0,0,4074044.496079999953508,611115.101527999970131
0,0,0,4074046.936079999897629,611133.581527999951504
0,0,0,4074045.036079999990761,611157.881527999998070
0,0,0,4074045.616080000065267,611183.701527999946848
0,0,0,4074047.296079999767244,611204.081527999951504
0,0,0,4074044.936079999897629,611218.021528000012040
0,0,0,4074031.536079999990761,611241.461527999956161
0,0,0,4074043.836079999804497,611283.461527999956161
1,2,2,4074034.056080000009388,611269.861527999979444
0,0,0,4074040.736080000177026,611299.341527999960817
0,0,0,4074019.136080000083894,611046.281528000021353
1,2,2,4074018.376079999841750,611070.241527999984100
0,0,0,4074019.356079999823123,611084.461527999956161
0,0,0,4074019.856079999823123,611112.681528000044636
0,0,0,4074012.376079999841750,611135.181528000044636
1,2,2,4074030.316079999785870,611184.001527999993414
0,0,0,4074029.176080000121146,611173.641528000007384
0,0,0,4074029.976079999934882,611190.901528000016697
0,0,0,4074019.056080000009388,611221.701527999946848
0,0,0,4074010.496079999953508,611228.241527999984100
0,0,0,4074024.716080000158399,611275.301528000039980
0,0,0,4073997.256080000195652,611029.001527999993414
0,0,0,4073996.716080000158399,611048.321527999942191
1,0,0,4073993.536079999990761,611075.881527999998070
1,2,2,4073999.236080000177026,611087.901528000016697
0,0,0,4074010.156080000102520,611109.981527999974787
0,0,0,4074004.616080000065267,611137.981527999974787
0,0,0,4074004.856079999823123,611145.501527999993414
1,0,0,4074004.056080000009388,611176.661528000026010
0,0,0,4074004.936079999897629,611217.241527999984100
0,0,0,4074005.536079999990761,611244.201527999946848
0,0,0,4074006.916079999879003,611251.321527999942191
0,0,0,4073983.056080000009388,611030.781528000021353
0,0,0,4073978.376079999841750,611045.681528000044636
0,0,0,4073980.316079999785870,611062.921528000035323
0,0,0,4073975.796079999767244,611097.161528000026010
0,0,0,4073972.556080000009388,611113.661528000026010
0,0,0,4073989.616080000065267,611152.521528000012040
0,0,0,4073980.576080000028014,611183.341527999960817
0,0,0,4073978.536079999990761,611184.641528000007384
0,0,0,4073977.856079999823123,611220.281528000021353
0,0,0,4073977.416079999879003,611231.041528000030667
0,0,0,4073957.876079999841750,611016.581527999951504
0,0,0,4073958.316079999785870,611024.361527999979444
0,0,0,4073960.296079999767244,611049.221527999965474
0,0,0,4073954.136080000083894,611059.361527999979444
0,0,0,4073956.916079999879003,611067.981527999974787
0,0,0,4073954.696080000139773,611092.261528000002727
0,0,0,4073966.936079999897629,611123.481527999974787
0,0,0,4073959.516079999972135,611153.641528000007384
0,0,0,4073958.276080000214279,611182.121527999988757
0,0,0,4073957.196080000139773,611196.081527999951504
0,0,0,4073951.776080000214279,611214.301528000039980
0,0,0,4073956.596080000046641,611243.681528000044636
0,0,0,4073944.136080000083894,611036.941528000053950
0,0,0,4073946.816079999785870,611051.901528000016697
0,0,0,4073947.016079999972135,611078.101527999970131
0,0,0,4073929.396079999860376,611066.581527999951504
0,0,0,4073930.656080000102520,611095.361527999979444
0,0,0,4073929.296079999767244,611108.281528000021353
0,0,0,4073930.196080000139773,611130.381527999998070
0,0,0,4073946.956079999916255,611178.341527999960817
0,0,0,4073942.296079999767244,611215.481527999974787
0,0,0,4073945.316079999785870,611227.001527999993414
0,0,0,4073926.676080000121146,611057.901528000016697
0,0,0,4073921.436079999897629,611076.401528000016697
0,0,0,4073918.336079999804497,611101.281528000021353
0,0,0,4073919.436079999897629,611107.441528000053950
0,0,0,4073916.336079999804497,611141.621527999988757
